dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,total_before,unselected_after_remove,reduction,select_sec,evaluate_remaining_sec
Hop40Rep1-12,40,1,12,1024,random,30,0,307,59773824,39279383,20494441,0.000168,0.587008
Hop40Rep1-12,40,1,12,1024,most_delayed,10,0,102,59773824,51419918,8353906,0.000403,0.88448
Hop40Rep1-12,40,1,12,1024,most_delayed,30,0,307,59773824,37224596,22549228,0.000454,0.566472
Hop40Rep1-13,40,1,13,1024,random,10,0,102,70069949,61242374,8827575,0.000115,1.18343
Hop40Rep1-13,40,1,13,1024,random,30,0,307,70069949,44464069,25605880,0.000172,0.793613
Hop40Rep1-13,40,1,13,1024,most_delayed,10,0,102,70069949,60497146,9572803,0.000398,1.185621
Hop40Rep1-13,40,1,13,1024,most_delayed,30,0,307,70069949,43304696,26765253,0.000446,0.803016
Hop40Rep1-14,40,1,14,1024,random,10,0,102,73806076,64310450,9495626,0.000114,1.211275
Hop40Rep1-14,40,1,14,1024,random,30,0,307,73806076,46597096,27208980,0.000166,0.782778
Hop40Rep1-14,40,1,14,1024,most_delayed,10,0,102,73806076,63791110,10014966,0.000404,1.205695
Hop40Rep1-14,40,1,14,1024,most_delayed,30,0,307,73806076,46043295,27762781,0.000457,0.767472
Hop40Rep1-15,40,1,15,1024,random,10,0,102,70369858,61807830,8562028,0.000114,1.101175
Hop40Rep1-15,40,1,15,1024,random,30,0,307,70369858,45076025,25293833,0.000166,0.750079
Hop40Rep1-15,40,1,15,1024,most_delayed,10,0,102,70369858,60791934,9577924,0.000406,1.095686
Hop40Rep1-15,40,1,15,1024,most_delayed,30,0,307,70369858,44271444,26098414,0.000459,0.744959
Hop40Rep1-16,40,1,16,1024,random,10,0,102,69978425,60323074,9655351,0.000115,1.240256
Hop40Rep1-16,40,1,16,1024,random,30,0,307,69978425,43454307,26524118,0.000164,0.784173
Hop40Rep1-16,40,1,16,1024,most_delayed,10,0,102,69978425,59489005,10489420,0.000398,1.282913
Hop40Rep1-16,40,1,16,1024,most_delayed,30,0,307,69978425,41568919,28409506,0.000442,0.916394
Hop40Rep1-17,40,1,17,1024,random,10,0,102,52782995,46068208,6714787,0.000114,0.708354
Hop40Rep1-17,40,1,17,1024,random,30,0,307,52782995,33612198,19170797,0.00017,0.480556
Hop40Rep1-17,40,1,17,1024,most_delayed,10,0,102,52782995,45503687,7279308,0.000406,0.703584
Hop40Rep1-17,40,1,17,1024,most_delayed,30,0,307,52782995,32704521,20078474,0.000452,0.482826
Hop40Rep1-18,40,1,18,1024,random,10,0,102,50969433,44502552,6466881,0.000112,0.717835
Hop40Rep1-18,40,1,18,1024,random,30,0,307,50969433,32916929,18052504,0.000166,0.535267
Hop40Rep1-18,40,1,18,1024,most_delayed,10,0,102,50969433,44140269,6829164,0.000413,0.700312
Hop40Rep1-18,40,1,18,1024,most_delayed,30,0,307,50969433,32476160,18493273,0.000455,0.504684
Hop40Rep1-19,40,1,19,1024,random,10,0,102,64622920,56651659,7971261,0.000114,0.947328
Hop40Rep1-19,40,1,19,1024,random,30,0,307,64622920,41200235,23422685,0.000165,0.665295
Hop40Rep1-19,40,1,19,1024,most_delayed,10,0,102,64622920,54715516,9907404,0.000409,0.912851
Hop40Rep1-19,40,1,19,1024,most_delayed,30,0,307,64622920,38673123,25949797,0.000454,0.613229
Hop40Rep2-0,40,2,0,2048,random,10,0,204,183334760,157147947,26186813,0.000215,3.411913
Hop40Rep2-0,40,2,0,2048,random,30,0,614,183334760,104115933,79218827,0.000309,2.000323
Hop40Rep2-0,40,2,0,2048,most_delayed,10,0,204,183334760,152584389,30750371,0.000808,3.388432
Hop40Rep2-0,40,2,0,2048,most_delayed,30,0,614,183334760,99804490,83530270,0.000895,1.828747
Hop40Rep2-1,40,2,1,2048,random,10,0,204,272502704,234271031,38231673,0.000221,10.115647
Hop40Rep2-1,40,2,1,2048,random,30,0,614,272502704,163735354,108767350,0.000313,5.805929
Hop40Rep2-1,40,2,1,2048,most_delayed,10,0,204,272502704,232879724,39622980,0.000842,10.184771
Hop40Rep2-1,40,2,1,2048,most_delayed,30,0,614,272502704,161750085,110752619,0.000912,6.063254
Hop40Rep2-2,40,2,2,2048,random,10,0,204,235824473,204278209,31546264,0.000214,5.539691
Hop40Rep2-2,40,2,2,2048,random,30,0,614,235824473,143032707,92791766,0.000317,3.231034
Hop40Rep2-2,40,2,2,2048,most_delayed,10,0,204,235824473,197344356,38480117,0.000857,5.162119
Hop40Rep2-2,40,2,2,2048,most_delayed,30,0,614,235824473,132785998,103038475,0.00091,2.669358
Hop40Rep2-3,40,2,3,2048,random,10,0,204,189130776,160047286,29083490,0.000215,4.712431
Hop40Rep2-3,40,2,3,2048,random,30,0,614,189130776,107762646,81368130,0.000309,2.667295
Hop40Rep2-3,40,2,3,2048,most_delayed,10,0,204,189130776,159117994,30012782,0.000813,4.848507
Hop40Rep2-3,40,2,3,2048,most_delayed,30,0,614,189130776,104063356,85067420,0.000903,3.014491
Hop40Rep2-4,40,2,4,2048,random,10,0,204,160372398,138499829,21872569,0.000215,2.690071
Hop40Rep2-4,40,2,4,2048,random,30,0,614,160372398,98092922,62279476,0.000315,1.689302
Hop40Rep2-4,40,2,4,2048,most_delayed,10,0,204,160372398,137110978,23261420,0.000822,2.697319
Hop40Rep2-4,40,2,4,2048,most_delayed,30,0,614,160372398,95413928,64958470,0.000914,1.652003
Hop40Rep2-5,40,2,5,2048,random,10,0,204,262149198,225114419,37034779,0.00022,4.383013
Hop40Rep2-5,40,2,5,2048,random,30,0,614,262149198,157612331,104536867,0.00031,3.009367
Hop40Rep2-5,40,2,5,2048,most_delayed,10,0,204,262149198,223674617,38474581,0.000823,4.494652
Hop40Rep2-5,40,2,5,2048,most_delayed,30,0,614,262149198,155558038,106591160,0.000968,3.142865
Hop40Rep2-6,40,2,6,2048,random,10,0,204,218858438,190292828,28565610,0.000216,4.003186
Hop40Rep2-6,40,2,6,2048,random,30,0,614,218858438,133774976,85083462,0.000317,2.630073
Hop40Rep2-6,40,2,6,2048,most_delayed,10,0,204,218858438,184747071,34111367,0.00084,4.056112
Hop40Rep2-6,40,2,6,2048,most_delayed,30,0,614,218858438,127562129,91296309,0.000902,2.702413
Hop40Rep2-7,40,2,7,2048,random,10,0,204,247936639,215866787,32069852,0.000215,8.319747
Hop40Rep2-7,40,2,7,2048,random,30,0,614,247936639,150392436,97544203,0.000313,4.757725
Hop40Rep2-7,40,2,7,2048,most_delayed,10,0,204,247936639,212278478,35658161,0.000824,8.304684
Hop40Rep2-7,40,2,7,2048,most_delayed,30,0,614,247936639,147278686,100657953,0.000904,4.980907
Hop40Rep2-8,40,2,8,2048,random,10,0,204,255380646,219242597,36138049,0.000215,7.025884
Hop40Rep2-8,40,2,8,2048,random,30,0,614,255380646,142965448,112415198,0.00031,3.725473
Hop40Rep2-8,40,2,8,2048,most_delayed,10,0,204,255380646,216789720,38590926,0.000815,7.280968
Hop40Rep2-8,40,2,8,2048,most_delayed,30,0,614,255380646,146196451,109184195,0.000924,4.586333
Hop40Rep2-9,40,2,9,2048,random,10,0,204,207730769,177514534,30216235,0.000218,3.972797
Hop40Rep2-9,40,2,9,2048,random,30,0,614,207730769,126317323,81413446,0.000312,2.479317
Hop40Rep2-9,40,2,9,2048,most_delayed,10,0,204,207730769,173575341,34155428,0.000815,3.80814
Hop40Rep2-9,40,2,9,2048,most_delayed,30,0,614,207730769,119287391,88443378,0.000917,2.347158
Hop40Rep2-10,40,2,10,2048,random,10,0,204,120399675,104508439,15891236,0.000213,1.903784
Hop40Rep2-10,40,2,10,2048,random,30,0,614,120399675,73801831,46597844,0.000316,1.255509
Hop40Rep2-10,40,2,10,2048,most_delayed,10,0,204,120399675,100982686,19416989,0.000828,1.8064
Hop40Rep2-10,40,2,10,2048,most_delayed,30,0,614,120399675,68852401,51547274,0.000919,1.115616
Hop40Rep2-11,40,2,11,2048,random,10,0,204,208447749,176209126,32238623,0.000214,3.364812
Hop40Rep2-11,40,2,11,2048,random,30,0,614,208447749,122213962,86233787,0.000311,2.1549
Hop40Rep2-11,40,2,11,2048,most_delayed,10,0,204,208447749,173874076,34573673,0.000821,3.409624
Hop40Rep2-11,40,2,11,2048,most_delayed,30,0,614,208447749,116073267,92374482,0.000911,2.189502
Hop40Rep2-12,40,2,12,2048,random,10,0,204,152002746,131637830,20364916,0.000214,2.766451
Hop40Rep2-12,40,2,12,2048,random,30,0,614,152002746,93147636,58855110,0.000317,1.810199
Hop40Rep2-12,40,2,12,2048,most_delayed,10,0,204,152002746,129092614,22910132,0.000813,2.788337
Hop40Rep2-12,40,2,12,2048,most_delayed,30,0,614,152002746,90303975,61698771,0.00091,1.843404
Hop40Rep2-13,40,2,13,2048,random,10,0,204,197723662,166285135,31438527,0.000216,4.024216
Hop40Rep2-13,40,2,13,2048,random,30,0,614,197723662,111300063,86423599,0.000311,2.424902
Hop40Rep2-13,40,2,13,2048,most_delayed,10,0,204,197723662,164492135,33231527,0.000814,4.264511
Hop40Rep2-13,40,2,13,2048,most_delayed,30,0,614,197723662,109593355,88130307,0.000903,2.453353
Hop40Rep2-14,40,2,14,2048,random,10,0,204,199914767,170057366,29857401,0.00022,4.403129
Hop40Rep2-14,40,2,14,2048,random,30,0,614,199914767,118149795,81764972,0.000312,2.796403
Hop40Rep2-14,40,2,14,2048,most_delayed,10,0,204,199914767,168847163,31067604,0.000828,4.346764
Hop40Rep2-14,40,2,14,2048,most_delayed,30,0,614,199914767,115510082,84404685,0.000906,2.559794
Hop40Rep2-15,40,2,15,2048,random,10,0,204,185544747,158072335,27472412,0.000215,3.166811
Hop40Rep2-15,40,2,15,2048,random,30,0,614,185544747,109558932,75985815,0.000316,2.004881
Hop40Rep2-15,40,2,15,2048,most_delayed,10,0,204,185544747,156156596,29388151,0.000855,3.139569
Hop40Rep2-15,40,2,15,2048,most_delayed,30,0,614,185544747,107837220,77707527,0.000907,2.040067
Hop40Rep2-16,40,2,16,2048,random,10,0,204,202958926,172593366,30365560,0.000218,4.236594
Hop40Rep2-16,40,2,16,2048,random,30,0,614,202958926,117211697,85747229,0.000311,2.565718
Hop40Rep2-16,40,2,16,2048,most_delayed,10,0,204,202958926,170797318,32161608,0.000813,4.319989
Hop40Rep2-16,40,2,16,2048,most_delayed,30,0,614,202958926,113588075,89370851,0.000914,2.983288
Hop40Rep2-17,40,2,17,2048,random,10,0,204,138525033,120400343,18124690,0.000216,2.228926
Hop40Rep2-17,40,2,17,2048,random,30,0,614,138525033,83717134,54807899,0.000313,1.403776
Hop40Rep2-17,40,2,17,2048,most_delayed,10,0,204,138525033,116278430,22246603,0.000834,2.225023
Hop40Rep2-17,40,2,17,2048,most_delayed,30,0,614,138525033,79798747,58726286,0.000921,1.428771
Hop40Rep2-18,40,2,18,2048,random,10,0,204,130746188,112874660,17871528,0.000215,1.849379
Hop40Rep2-18,40,2,18,2048,random,30,0,614,130746188,80795550,49950638,0.000312,1.287648
Hop40Rep2-18,40,2,18,2048,most_delayed,10,0,204,130746188,110691161,20055027,0.000839,1.802153
Hop40Rep2-18,40,2,18,2048,most_delayed,30,0,614,130746188,77749807,52996381,0.000923,1.215241
Hop40Rep2-19,40,2,19,2048,random,10,0,204,169044447,144070460,24973987,0.000215,2.503577
Hop40Rep2-19,40,2,19,2048,random,30,0,614,169044447,102527966,66516481,0.00031,1.757558
Hop40Rep2-19,40,2,19,2048,most_delayed,10,0,204,169044447,141875510,27168937,0.000823,2.472303
Hop40Rep2-19,40,2,19,2048,most_delayed,30,0,614,169044447,96963114,72081333,0.000918,1.608855
Hop40Rep4-0,40,4,0,4096,random,10,0,409,460985702,407448859,53536843,0.000424,12.003209
Hop40Rep4-0,40,4,0,4096,random,30,0,1228,460985702,294409493,166576209,0.000616,7.956438
Hop40Rep4-0,40,4,0,4096,most_delayed,10,0,409,460985702,396296026,64689676,0.00171,11.303356
Hop40Rep4-0,40,4,0,4096,most_delayed,30,0,1228,460985702,274570061,186415641,0.001939,7.212143
Hop40Rep4-1,40,4,1,4096,random,10,0,409,672406056,587468921,84937135,0.000418,25.491523
Hop40Rep4-1,40,4,1,4096,random,30,0,1228,672406056,423773508,248632548,0.000623,17.72621
Hop40Rep4-1,40,4,1,4096,most_delayed,10,0,409,672406056,573888453,98517603,0.0018,25.504342
Hop40Rep4-1,40,4,1,4096,most_delayed,30,0,1228,672406056,407525241,264880815,0.001902,20.084598
Hop40Rep4-2,40,4,2,4096,random,10,0,409,582427736,514409254,68018482,0.000426,19.623745
Hop40Rep4-2,40,4,2,4096,random,30,0,1228,582427736,374260348,208167388,0.000622,12.797723
Hop40Rep4-2,40,4,2,4096,most_delayed,10,0,409,582427736,498663882,83763854,0.001797,18.430322
Hop40Rep4-2,40,4,2,4096,most_delayed,30,0,1228,582427736,339016490,243411246,0.001925,9.607309
Hop40Rep4-3,40,4,3,4096,random,10,0,409,482555018,426919231,55635787,0.000423,14.75287
Hop40Rep4-3,40,4,3,4096,random,30,0,1228,482555018,309358502,173196516,0.000692,10.612276
Hop40Rep4-3,40,4,3,4096,most_delayed,10,0,409,482555018,415342603,67212415,0.001702,14.241584
Hop40Rep4-3,40,4,3,4096,most_delayed,30,0,1228,482555018,288019953,194535065,0.001909,9.882352
Hop40Rep4-4,40,4,4,4096,random,10,0,409,436421680,374264234,62157446,0.000418,8.862327
Hop40Rep4-4,40,4,4,4096,random,30,0,1228,436421680,259528596,176893084,0.00063,5.615386
Hop40Rep4-4,40,4,4,4096,most_delayed,10,0,409,436421680,368743440,67678240,0.001749,8.957456
Hop40Rep4-4,40,4,4,4096,most_delayed,30,0,1228,436421680,254929500,181492180,0.001913,5.693205
Hop40Rep4-5,40,4,5,4096,random,10,0,409,682106836,593881333,88225503,0.000423,13.145062
Hop40Rep4-5,40,4,5,4096,random,30,0,1228,682106836,415461179,266645657,0.000623,8.798198
Hop40Rep4-5,40,4,5,4096,most_delayed,10,0,409,682106836,582297078,99809758,0.001672,13.466857
Hop40Rep4-5,40,4,5,4096,most_delayed,30,0,1228,682106836,404223197,277883639,0.001868,9.0047
Hop40Rep4-6,40,4,6,4096,random,10,0,409,513597388,453200104,60397284,0.000423,11.000912
Hop40Rep4-6,40,4,6,4096,random,30,0,1228,513597388,338355946,175241442,0.000624,8.210263
Hop40Rep4-6,40,4,6,4096,most_delayed,10,0,409,513597388,442069652,71527736,0.001705,11.047744
Hop40Rep4-6,40,4,6,4096,most_delayed,30,0,1228,513597388,314001821,199595567,0.001874,7.616296
Hop40Rep4-7,40,4,7,4096,random,10,0,409,562882531,500788155,62094376,0.000424,21.133941
Hop40Rep4-7,40,4,7,4096,random,30,0,1228,562882531,374479934,188402597,0.000625,15.109933
Hop40Rep4-7,40,4,7,4096,most_delayed,10,0,409,562882531,491256476,71626055,0.002123,20.06502
Hop40Rep4-7,40,4,7,4096,most_delayed,30,0,1228,562882531,357337160,205545371,0.001993,14.268491
Hop40Rep4-8,40,4,8,4096,random,10,0,409,614696489,543917728,70778761,0.000417,21.029194
Hop40Rep4-8,40,4,8,4096,random,30,0,1228,614696489,401860319,212836170,0.000628,14.519203
Hop40Rep4-8,40,4,8,4096,most_delayed,10,0,409,614696489,535769765,78926724,0.001688,21.13745
Hop40Rep4-8,40,4,8,4096,most_delayed,30,0,1228,614696489,385979900,228716589,0.00197,15.489001
Hop40Rep4-9,40,4,9,4096,random,10,0,409,524044468,460126833,63917635,0.000418,12.752902
Hop40Rep4-9,40,4,9,4096,random,30,0,1228,524044468,332280781,191763687,0.00063,8.545575
Hop40Rep4-9,40,4,9,4096,most_delayed,10,0,409,524044468,447447414,76597054,0.001726,12.54045
Hop40Rep4-9,40,4,9,4096,most_delayed,30,0,1228,524044468,307682689,216361779,0.002028,7.412663
Hop40Rep4-10,40,4,10,4096,random,10,0,409,334009304,284006653,50002651,0.000421,5.912426
Hop40Rep4-10,40,4,10,4096,random,30,0,1228,334009304,194991908,139017396,0.000625,3.938439
Hop40Rep4-10,40,4,10,4096,most_delayed,10,0,409,334009304,276890968,57118336,0.001711,5.81876
Hop40Rep4-10,40,4,10,4096,most_delayed,30,0,1228,334009304,183341661,150667643,0.00191,3.622733
Hop40Rep4-11,40,4,11,4096,random,10,0,409,568914937,488407766,80507171,0.000414,11.215249
Hop40Rep4-11,40,4,11,4096,random,30,0,1228,568914937,340747272,228167665,0.000619,7.32467
Hop40Rep4-11,40,4,11,4096,most_delayed,10,0,409,568914937,473519580,95395357,0.001749,11.050651
Hop40Rep4-11,40,4,11,4096,most_delayed,30,0,1228,568914937,309220580,259694357,0.001902,6.663856
Hop40Rep4-12,40,4,12,4096,random,10,0,409,439699762,373638182,66061580,0.000419,8.476862
Hop40Rep4-12,40,4,12,4096,random,30,0,1228,439699762,250285708,189414054,0.000626,5.552274
Hop40Rep4-12,40,4,12,4096,most_delayed,10,0,409,439699762,369966416,69733346,0.001703,8.697671
Hop40Rep4-12,40,4,12,4096,most_delayed,30,0,1228,439699762,248568321,191131441,0.001934,5.715586
Hop40Rep4-13,40,4,13,4096,random,10,0,409,509051773,443812584,65239189,0.000414,11.74733
Hop40Rep4-13,40,4,13,4096,random,30,0,1228,509051773,321735034,187316739,0.000621,8.349194
Hop40Rep4-13,40,4,13,4096,most_delayed,10,0,409,509051773,436013207,73038566,0.001712,12.079267
Hop40Rep4-13,40,4,13,4096,most_delayed,30,0,1228,509051773,299411461,209640312,0.001937,8.382299
Hop40Rep4-14,40,4,14,4096,random,10,0,409,524485737,457627399,66858338,0.000418,14.6937
Hop40Rep4-14,40,4,14,4096,random,30,0,1228,524485737,330927530,193558207,0.000624,10.20283
Hop40Rep4-14,40,4,14,4096,most_delayed,10,0,409,524485737,450875683,73610054,0.001711,14.127482
Hop40Rep4-14,40,4,14,4096,most_delayed,30,0,1228,524485737,312528626,211957111,0.001893,8.599931
Hop40Rep4-15,40,4,15,4096,random,10,0,409,488986860,422916223,66070637,0.000417,11.077041
Hop40Rep4-15,40,4,15,4096,random,30,0,1228,488986860,298506597,190480263,0.000622,6.966357
Hop40Rep4-15,40,4,15,4096,most_delayed,10,0,409,488986860,418103503,70883357,0.001745,10.710564
Hop40Rep4-15,40,4,15,4096,most_delayed,30,0,1228,488986860,291383228,197603632,0.001914,6.581107
Hop40Rep4-16,40,4,16,4096,random,10,0,409,512508943,447556728,64952215,0.000421,13.419995
Hop40Rep4-16,40,4,16,4096,random,30,0,1228,512508943,324666700,187842243,0.000621,9.197955
Hop40Rep4-16,40,4,16,4096,most_delayed,10,0,409,512508943,438866329,73642614,0.001774,12.79658
Hop40Rep4-16,40,4,16,4096,most_delayed,30,0,1228,512508943,300556376,211952567,0.001878,8.819728
Hop40Rep4-17,40,4,17,4096,random,10,0,409,354383320,309194415,45188905,0.000418,8.16112
Hop40Rep4-17,40,4,17,4096,random,30,0,1228,354383320,221032620,133350700,0.00062,5.156926
Hop40Rep4-17,40,4,17,4096,most_delayed,10,0,409,354383320,300241653,54141667,0.001685,7.92052
Hop40Rep4-17,40,4,17,4096,most_delayed,30,0,1228,354383320,208545918,145837402,0.001975,4.926292
Hop40Rep4-18,40,4,18,4096,random,10,0,409,353030165,298688388,54341777,0.000418,5.931739
Hop40Rep4-18,40,4,18,4096,random,30,0,1228,353030165,208237641,144792524,0.000626,3.853549
Hop40Rep4-18,40,4,18,4096,most_delayed,10,0,409,353030165,294785071,58245094,0.001732,5.608676
Hop40Rep4-18,40,4,18,4096,most_delayed,30,0,1228,353030165,202671545,150358620,0.00191,3.385756
Hop40Rep4-19,40,4,19,4096,random,10,0,409,431756459,373024537,58731922,0.000422,8.021189
Hop40Rep4-19,40,4,19,4096,random,30,0,1228,431756459,265377852,166378607,0.000617,5.22513
Hop40Rep4-19,40,4,19,4096,most_delayed,10,0,409,431756459,366507749,65248710,0.001711,7.666287
Hop40Rep4-19,40,4,19,4096,most_delayed,30,0,1228,431756459,251706175,180050284,0.001979,4.731484
