run_id,dataset,hop,rep,seed,algorithm,query_count,iteration,selected_count,total_before,tdg_remaining_before,tdg_remaining_after_remove,random_remaining_before,random_remaining_after_remove,tdg_selected_score_sum,random_selected_score_sum,mean_selected_tdg_score,mean_random_tdg_score,mean_all_query_tdg_score,max_selected_tdg_score,max_random_tdg_score,max_all_query_tdg_score,tdg_node_count,tdg_route_arc_count,tdg_same_edge_arc_count,tdg_edge_timeline_count,tdg_max_out_degree,tdg_max_flow,tdg_mean_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio
Hop20Rep2-6_gamma50,Hop20Rep2-6,20,2,6,tdg_selection_no_candidate_vs_random,2048,0,861,116060563,62195695,51163888,66687151,55710467,48534739536,45708610585,56370196.9059,53087817.1719,51390758.9834,164368244,158994765,164368244,41461,40790,40577,41461,6,277,86.5401702805,105,5.62484136343
Hop20Rep2-6_gamma75,Hop20Rep2-6,20,2,6,tdg_selection_no_candidate_vs_random,2048,0,1382,116060563,32066033,21466649,36753603,25175648,75935042262,72896362562,54945761.4052,52747006.1954,51390758.9834,164368244,164368244,164368244,41461,40790,40577,41461,6,277,86.5401702805,105,5.62484136343
Hop20Rep2-6_gamma100,Hop20Rep2-6,20,2,6,tdg_selection_no_candidate_vs_random,2048,0,2048,116060563,0,0,0,0,105248274398,105248274398,51390758.9834,51390758.9834,51390758.9834,164368244,164368244,164368244,41461,40790,40577,41461,6,277,86.5401702805,105,5.62484136343
Hop20Rep2-7_gamma0,Hop20Rep2-7,20,2,7,tdg_selection_no_candidate_vs_random,2048,0,0,110101353,110101353,110101353,110101353,110101353,0,0,0,0,24518070448.7,0,0,171356639836,43022,43262,42394,43022,7,385,75.9399377063,264,8.51877531697
Hop20Rep2-7_gamma25,Hop20Rep2-7,20,2,7,tdg_selection_no_candidate_vs_random,2048,0,73,110101353,105286991,104054192,106440945,104560311,8780896309985,1386784943079,120286250822,18997054014.8,24518070448.7,171356639836,164735988205,171356639836,43022,43262,42394,43022,7,385,75.9399377063,264,8.51877531697
Hop20Rep2-7_gamma50,Hop20Rep2-7,20,2,7,tdg_selection_no_candidate_vs_random,2048,0,849,110101353,63224107,48250052,64895363,48866959,21879793204798,19976908864914,25771252302.5,23529927991.7,24518070448.7,171356639836,171354974605,171356639836,43022,43262,42394,43022,7,385,75.9399377063,264,8.51877531697
Hop20Rep2-7_gamma75,Hop20Rep2-7,20,2,7,tdg_selection_no_candidate_vs_random,2048,0,1341,110101353,36260363,21341157,38274787,22209908,35460365591772,32121475261581,26443225646.4,23953374542.6,24518070448.7,171356639836,171354974605,171356639836,43022,43262,42394,43022,7,385,75.9399377063,264,8.51877531697
Hop20Rep2-7_gamma100,Hop20Rep2-7,20,2,7,tdg_selection_no_candidate_vs_random,2048,0,2048,110101353,0,0,0,0,50213008279007,50213008279007,24518070448.7,24518070448.7,24518070448.7,171356639836,171356639836,171356639836,43022,43262,42394,43022,7,385,75.9399377063,264,8.51877531697
Hop20Rep2-8_gamma0,Hop20Rep2-8,20,2,8,tdg_selection_no_candidate_vs_random,2048,0,0,119095184,119095184,119095184,119095184,119095184,0,0,0,0,-2.62052523473e+15,0,0,996233066559085188,36601,41664,35845,36601,12,355,99.4293598536,64,5.04725998276
Hop20Rep2-8_gamma25,Hop20Rep2-8,20,2,8,tdg_selection_no_candidate_vs_random,2048,0,415,119095184,93990979,86522337,94839348,86258820,6266920951830278814,-2695176068652888265,1.51010143418e+16,-6.49440016543e+15,-2.62052523473e+15,996233066559085188,996204591284923732,996233066559085188,36601,41664,35845,36601,12,355,99.4293598536,64,5.04725998276
Hop20Rep2-8_gamma50,Hop20Rep2-8,20,2,8,tdg_selection_no_candidate_vs_random,2048,0,864,119095184,67362067,52604579,68113405,52952745,-5126301298229001605,2144694828509862850,-5.93321909517e+15,2.48228568115e+15,-2.62052523473e+15,996233066559085188,996229679975282067,996233066559085188,36601,41664,35845,36601,12,355,99.4293598536,64,5.04725998276
Hop20Rep2-8_gamma75,Hop20Rep2-8,20,2,8,tdg_selection_no_candidate_vs_random,2048,0,1383,119095184,37467337,22117296,37803617,22854812,2888538238262819398,-4388754391461426587,2.08860320916e+15,-3.17335820062e+15,-2.62052523473e+15,996233066559085188,996233066559085188,996233066559085188,36601,41664,35845,36601,12,355,99.4293598536,64,5.04725998276
Hop20Rep2-8_gamma100,Hop20Rep2-8,20,2,8,tdg_selection_no_candidate_vs_random,2048,0,2048,119095184,0,0,0,0,-5366835680726920481,-5366835680726920481,-2.62052523473e+15,-2.62052523473e+15,-2.62052523473e+15,996233066559085188,996233066559085188,996233066559085188,36601,41664,35845,36601,12,355,99.4293598536,64,5.04725998276
Hop20Rep2-9_gamma0,Hop20Rep2-9,20,2,9,tdg_selection_no_candidate_vs_random,2048,0,0,124483855,124483855,124483855,124483855,124483855,0,0,0,0,433062500564,0,0,7103365794016,34164,35840,33793,34164,8,390,165.432648402,44.5,6.51546047063
Hop20Rep2-9_gamma25,Hop20Rep2-9,20,2,9,tdg_selection_no_candidate_vs_random,2048,0,41,124483855,121675198,121470779,121956635,121640247,189667694414571,14311021105424,4.62604132718e+12,349049295254,433062500564,7103365794016,6369231959510,7103365794016,34164,35840,33793,34164,8,390,165.432648402,44.5,6.51546047063
Hop20Rep2-9_gamma50,Hop20Rep2-9,20,2,9,tdg_selection_no_candidate_vs_random,2048,0,930,124483855,66047827,59126876,68081482,60472819,441146986873690,402951018943168,474351598789,433280665530,433062500564,7103365794016,7103365794016,7103365794016,34164,35840,33793,34164,8,390,165.432648402,44.5,6.51546047063
Hop20Rep2-9_gamma75,Hop20Rep2-9,20,2,9,tdg_selection_no_candidate_vs_random,2048,0,1462,124483855,33727767,25570344,35153852,26196079,664969090000233,648606093854561,454835218878,443643019052,433062500564,7103365794016,7103365794016,7103365794016,34164,35840,33793,34164,8,390,165.432648402,44.5,6.51546047063
Hop20Rep2-9_gamma100,Hop20Rep2-9,20,2,9,tdg_selection_no_candidate_vs_random,2048,0,2048,124483855,0,0,0,0,886912001154762,886912001154762,433062500564,433062500564,433062500564,7103365794016,7103365794016,7103365794016,34164,35840,33793,34164,8,390,165.432648402,44.5,6.51546047063
Hop20Rep2-10_gamma0,Hop20Rep2-10,20,2,10,tdg_selection_no_candidate_vs_random,2048,0,0,79793659,79793659,79793659,79793659,79793659,0,0,0,0,22782996.5508,0,0,185550841,40519,40070,39698,40519,6,145,34.1509662134,24.1666666667,2.12078075398
Hop20Rep2-10_gamma25,Hop20Rep2-10,20,2,10,tdg_selection_no_candidate_vs_random,2048,0,383,79793659,64395165,57906467,64697243,58189704,9605320923,9280053351,25079166.9008,24229904.3107,22782996.5508,185550841,179905667,185550841,40519,40070,39698,40519,6,145,34.1509662134,24.1666666667,2.12078075398
Hop20Rep2-10_gamma50,Hop20Rep2-10,20,2,10,tdg_selection_no_candidate_vs_random,2048,0,815,79793659,47503404,37983366,48305197,38194966,20004818141,18226005694,24545789.1301,22363197.1706,22782996.5508,185550841,179905667,185550841,40519,40070,39698,40519,6,145,34.1509662134,24.1666666667,2.12078075398
Hop20Rep2-10_gamma75,Hop20Rep2-10,20,2,10,tdg_selection_no_candidate_vs_random,2048,0,1341,79793659,26905370,17175440,27446900,17371758,32150787017,30650427901,23975232.6749,22856396.645,22782996.5508,185550841,185550841,185550841,40519,40070,39698,40519,6,145,34.1509662134,24.1666666667,2.12078075398
Hop20Rep2-10_gamma100,Hop20Rep2-10,20,2,10,tdg_selection_no_candidate_vs_random,2048,0,2048,79793659,0,0,0,0,46659576936,46659576936,22782996.5508,22782996.5508,22782996.5508,185550841,185550841,185550841,40519,40070,39698,40519,6,145,34.1509662134,24.1666666667,2.12078075398
Hop20Rep2-11_gamma0,Hop20Rep2-11,20,2,11,tdg_selection_no_candidate_vs_random,2048,0,0,104343545,104343545,104343545,104343545,104343545,0,0,0,0,488653203048,0,0,8571694585878,41461,42634,40464,41461,7,215,60.4699114831,26.375,3.67107139784
Hop20Rep2-11_gamma25,Hop20Rep2-11,20,2,11,tdg_selection_no_candidate_vs_random,2048,0,396,104343545,82645515,74458884,83720193,75989227,243947021541486,193908781403290,616027832175,489668639907,488653203048,8571694585878,8504559479985,8571694585878,41461,42634,40464,41461,7,215,60.4699114831,26.375,3.67107139784
Hop20Rep2-11_gamma50,Hop20Rep2-11,20,2,11,tdg_selection_no_candidate_vs_random,2048,0,841,104343545,58936422,44728791,61663239,46830989,496307282094379,446977470172850,590139455522,531483317685,488653203048,8571694585878,8571666389613,8571694585878,41461,42634,40464,41461,7,215,60.4699114831,26.375,3.67107139784
Hop20Rep2-11_gamma75,Hop20Rep2-11,20,2,11,tdg_selection_no_candidate_vs_random,2048,0,1353,104343545,32744218,18228406,35778452,20021104,748691328982518,672973411690615,553356488531,497393504575,488653203048,8571694585878,8571666389613,8571694585878,41461,42634,40464,41461,7,215,60.4699114831,26.375,3.67107139784
Hop20Rep2-11_gamma100,Hop20Rep2-11,20,2,11,tdg_selection_no_candidate_vs_random,2048,0,2048,104343545,0,0,0,0,1000761759842941,1000761759842941,488653203048,488653203048,488653203048,8571694585878,8571694585878,8571694585878,41461,42634,40464,41461,7,215,60.4699114831,26.375,3.67107139784
Hop20Rep2-12_gamma0,Hop20Rep2-12,20,2,12,tdg_selection_no_candidate_vs_random,2048,0,0,134623649,134623649,134623649,134623649,134623649,0,0,0,0,1.68922952847e+14,0,0,2412058669486297,37548,41088,36973,37548,8,370,163.692633429,78.75,10.9902864643
Hop20Rep2-12_gamma25,Hop20Rep2-12,20,2,12,tdg_selection_no_candidate_vs_random,2048,0,457,134623649,103061692,99653777,104141812,100501771,85714152695694550,76924059205998356,1.87558320997e+14,1.68323980757e+14,1.68922952847e+14,2412058669486297,2412058665488523,2412058669486297,37548,41088,36973,37548,8,370,163.692633429,78.75,10.9902864643
Hop20Rep2-12_gamma50,Hop20Rep2-12,20,2,12,tdg_selection_no_candidate_vs_random,2048,0,920,134623649,71188527,64344163,73523009,66002663,171493941945231696,148990129831149655,1.86406458636e+14,1.61945793295e+14,1.68922952847e+14,2412058669486297,2412058669486297,2412058669486297,37548,41088,36973,37548,8,370,163.692633429,78.75,10.9902864643
Hop20Rep2-12_gamma75,Hop20Rep2-12,20,2,12,tdg_selection_no_candidate_vs_random,2048,0,1451,134623649,36218544,24612846,38665983,26844383,258507154775642614,230902839714070381,1.7815792886e+14,1.5913359043e+14,1.68922952847e+14,2412058669486297,2412058669486297,2412058669486297,37548,41088,36973,37548,8,370,163.692633429,78.75,10.9902864643
Hop20Rep2-12_gamma100,Hop20Rep2-12,20,2,12,tdg_selection_no_candidate_vs_random,2048,0,2048,134623649,0,0,0,0,345954207430895251,345954207430895251,1.68922952847e+14,1.68922952847e+14,1.68922952847e+14,2412058669486297,2412058669486297,2412058669486297,37548,41088,36973,37548,8,370,163.692633429,78.75,10.9902864643
Hop20Rep2-13_gamma0,Hop20Rep2-13,20,2,13,tdg_selection_no_candidate_vs_random,2048,0,0,87434751,87434751,87434751,87434751,87434751,0,0,0,0,18399207.5542,0,0,65719512,41524,40798,41004,41524,7,191,45.027742992,16.8888888889,2.45888475929
Hop20Rep2-13_gamma25,Hop20Rep2-13,20,2,13,tdg_selection_no_candidate_vs_random,2048,0,389,87434751,69285638,60979422,70715729,62817381,7883654577,7158434175,20266464.2082,18402144.4087,18399207.5542,65719512,63696958,65719512,41524,40798,41004,41524,7,191,45.027742992,16.8888888889,2.45888475929
Hop20Rep2-13_gamma50,Hop20Rep2-13,20,2,13,tdg_selection_no_candidate_vs_random,2048,0,828,87434751,49804322,38277610,52115946,39165987,16253713065,15394364375,19630088.2428,18592227.506,18399207.5542,65719512,64633489,65719512,41524,40798,41004,41524,7,191,45.027742992,16.8888888889,2.45888475929
Hop20Rep2-13_gamma75,Hop20Rep2-13,20,2,13,tdg_selection_no_candidate_vs_random,2048,0,1370,87434751,26318298,14815894,28949452,15854810,26343983026,25518993325,19229184.6905,18627002.427,18399207.5542,65719512,65327556,65719512,41524,40798,41004,41524,7,191,45.027742992,16.8888888889,2.45888475929
Hop20Rep2-13_gamma100,Hop20Rep2-13,20,2,13,tdg_selection_no_candidate_vs_random,2048,0,2048,87434751,0,0,0,0,37681577071,37681577071,18399207.5542,18399207.5542,18399207.5542,65719512,65719512,65719512,41524,40798,41004,41524,7,191,45.027742992,16.8888888889,2.45888475929
Hop20Rep2-14_gamma0,Hop20Rep2-14,20,2,14,tdg_selection_no_candidate_vs_random,2048,0,0,143629133,143629133,143629133,143629133,143629133,0,0,0,0,4.70538537585e+12,0,0,68112430299807,45351,47040,44287,45351,8,402,114.215055897,121,9.33081252978
Hop20Rep2-14_gamma25,Hop20Rep2-14,20,2,14,tdg_selection_no_candidate_vs_random,2048,0,428,143629133,112347413,106012702,113788057,107129198,2308354355684142,2001318829004994,5.39335129833e+12,4.67597857244e+12,4.70538537585e+12,68112430299807,68112430299807,68112430299807,45351,47040,44287,45351,8,402,114.215055897,121,9.33081252978
Hop20Rep2-14_gamma50,Hop20Rep2-14,20,2,14,tdg_selection_no_candidate_vs_random,2048,0,892,143629133,79287957,67177377,81473663,67368206,4686221388446301,4195495678649988,5.25361142203e+12,4.70347049176e+12,4.70538537585e+12,68112430299807,68112430299807,68112430299807,45351,47040,44287,45351,8,402,114.215055897,121,9.33081252978
Hop20Rep2-14_gamma75,Hop20Rep2-14,20,2,14,tdg_selection_no_candidate_vs_random,2048,0,1433,143629133,41103777,26891510,43108758,27312543,7161891123260591,6399963945180023,4.9978305117e+12,4.46612975937e+12,4.70538537585e+12,68112430299807,68112430299807,68112430299807,45351,47040,44287,45351,8,402,114.215055897,121,9.33081252978
Hop20Rep2-14_gamma100,Hop20Rep2-14,20,2,14,tdg_selection_no_candidate_vs_random,2048,0,2048,143629133,0,0,0,0,9636629249743177,9636629249743177,4.70538537585e+12,4.70538537585e+12,4.70538537585e+12,68112430299807,68112430299807,68112430299807,45351,47040,44287,45351,8,402,114.215055897,121,9.33081252978
Hop20Rep2-15_gamma0,Hop20Rep2-15,20,2,15,tdg_selection_no_candidate_vs_random,2048,0,0,129853186,129853186,129853186,129853186,129853186,0,0,0,0,1.94195504408e+14,0,0,1766928824223187,41168,44368,40190,41168,8,353,96.4997570929,44.125,7.05974062843
Hop20Rep2-15_gamma25,Hop20Rep2-15,20,2,15,tdg_selection_no_candidate_vs_random,2048,0,238,129853186,110728229,109510074,114847675,111554689,97950677467512390,43528535311399713,4.11557468351e+14,1.8289300551e+14,1.94195504408e+14,1766928824223187,1752838395353728,1766928824223187,41168,44368,40190,41168,8,353,96.4997570929,44.125,7.05974062843
Hop20Rep2-15_gamma50,Hop20Rep2-15,20,2,15,tdg_selection_no_candidate_vs_random,2048,0,863,129853186,71965461,58949573,75111866,62365331,194757529846337259,156546656714435466,2.25675005616e+14,1.8139821172e+14,1.94195504408e+14,1766928824223187,1766927186516372,1766928824223187,41168,44368,40190,41168,8,353,96.4997570929,44.125,7.05974062843
Hop20Rep2-15_gamma75,Hop20Rep2-15,20,2,15,tdg_selection_no_candidate_vs_random,2048,0,1373,129853186,40097109,25526505,42338067,26625922,295639550114256145,259496817265494444,2.15323780127e+14,1.88999866909e+14,1.94195504408e+14,1766928824223187,1766928810662353,1766928824223187,41168,44368,40190,41168,8,353,96.4997570929,44.125,7.05974062843
Hop20Rep2-15_gamma100,Hop20Rep2-15,20,2,15,tdg_selection_no_candidate_vs_random,2048,0,2048,129853186,0,0,0,0,397712393027782273,397712393027782273,1.94195504408e+14,1.94195504408e+14,1.94195504408e+14,1766928824223187,1766928824223187,1766928824223187,41168,44368,40190,41168,8,353,96.4997570929,44.125,7.05974062843
Hop20Rep2-16_gamma0,Hop20Rep2-16,20,2,16,tdg_selection_no_candidate_vs_random,2048,0,0,117854666,117854666,117854666,117854666,117854666,0,0,0,0,14336929564.6,0,0,208193549600,38178,39550,37315,38178,8,389,106.674550788,99,12.4067478267
Hop20Rep2-16_gamma25,Hop20Rep2-16,20,2,16,tdg_selection_no_candidate_vs_random,2048,0,424,117854666,92662853,86835326,93258913,86141364,7088540414067,6431672667897,16718255693.6,15169039311.1,14336929564.6,208193549600,208193549600,208193549600,38178,39550,37315,38178,8,389,106.674550788,99,12.4067478267
Hop20Rep2-16_gamma50,Hop20Rep2-16,20,2,16,tdg_selection_no_candidate_vs_random,2048,0,859,117854666,66925227,56399389,68031827,56738698,14273004734675,13407538492930,16615837875.1,15608310236.2,14336929564.6,208193549600,208193549600,208193549600,38178,39550,37315,38178,8,389,106.674550788,99,12.4067478267
Hop20Rep2-16_gamma75,Hop20Rep2-16,20,2,16,tdg_selection_no_candidate_vs_random,2048,0,1381,117854666,37418288,25147924,38029048,25272914,21753255284359,21007514297364,15751814108.9,15211813394.2,14336929564.6,208193549600,208193549600,208193549600,38178,39550,37315,38178,8,389,106.674550788,99,12.4067478267
Hop20Rep2-16_gamma100,Hop20Rep2-16,20,2,16,tdg_selection_no_candidate_vs_random,2048,0,2048,117854666,0,0,0,0,29362031748202,29362031748202,14336929564.6,14336929564.6,14336929564.6,208193549600,208193549600,208193549600,38178,39550,37315,38178,8,389,106.674550788,99,12.4067478267
Hop20Rep2-17_gamma0,Hop20Rep2-17,20,2,17,tdg_selection_no_candidate_vs_random,2048,0,0,73271402,73271402,73271402,73271402,73271402,0,0,0,0,14761373641.2,0,0,263813100587,36223,36464,35378,36223,9,182,36.0826546669,20.2222222222,2.55843511793
Hop20Rep2-17_gamma25,Hop20Rep2-17,20,2,17,tdg_selection_no_candidate_vs_random,2048,0,409,73271402,58081688,49219564,58870296,50645990,6765270346506,6392952837030,16541003292.2,15630691533.1,14761373641.2,263813100587,263808978722,263813100587,36223,36464,35378,36223,9,182,36.0826546669,20.2222222222,2.55843511793
Hop20Rep2-17_gamma50,Hop20Rep2-17,20,2,17,tdg_selection_no_candidate_vs_random,2048,0,840,73271402,41864336,30108968,43897367,30553333,13174981362601,12779057922292,15684501622.1,15213164193.2,14761373641.2,263813100587,263809958460,263813100587,36223,36464,35378,36223,9,182,36.0826546669,20.2222222222,2.55843511793
Hop20Rep2-17_gamma75,Hop20Rep2-17,20,2,17,tdg_selection_no_candidate_vs_random,2048,0,1374,73271402,22687435,11700389,24230086,12104914,21366515302884,20459792473384,15550593379.1,14890678656,14761373641.2,263813100587,263809996469,263813100587,36223,36464,35378,36223,9,182,36.0826546669,20.2222222222,2.55843511793
Hop20Rep2-17_gamma100,Hop20Rep2-17,20,2,17,tdg_selection_no_candidate_vs_random,2048,0,2048,73271402,0,0,0,0,30231293217213,30231293217213,14761373641.2,14761373641.2,14761373641.2,263813100587,263813100587,263813100587,36223,36464,35378,36223,9,182,36.0826546669,20.2222222222,2.55843511793
Hop20Rep2-18_gamma0,Hop20Rep2-18,20,2,18,tdg_selection_no_candidate_vs_random,2048,0,0,105219223,105219223,105219223,105219223,105219223,0,0,0,0,39667980273.9,0,0,618340511880,39768,39940,38918,39768,7,221,69.0952021726,55.25,4.24531876747
Hop20Rep2-18_gamma25,Hop20Rep2-18,20,2,18,tdg_selection_no_candidate_vs_random,2048,0,23,105219223,103575954,103559533,103941508,103561212,12304733216075,714209662629,534988400699,31052594027.3,39667980273.9,618340511880,617765047712,618340511880,39768,39940,38918,39768,7,221,69.0952021726,55.25,4.24531876747
Hop20Rep2-18_gamma50,Hop20Rep2-18,20,2,18,tdg_selection_no_candidate_vs_random,2048,0,852,105219223,59746767,46399316,60756392,47251331,38169104146221,36778204617849,44799418012,43166906828.5,39667980273.9,618340511880,617766112503,618340511880,39768,39940,38918,39768,7,221,69.0952021726,55.25,4.24531876747
Hop20Rep2-18_gamma75,Hop20Rep2-18,20,2,18,tdg_selection_no_candidate_vs_random,2048,0,1383,105219223,32645900,19731084,33521865,20807658,58894959354833,60069879789086,42584930842.3,43434475624.8,39667980273.9,618340511880,617766112503,618340511880,39768,39940,38918,39768,7,221,69.0952021726,55.25,4.24531876747
Hop20Rep2-18_gamma100,Hop20Rep2-18,20,2,18,tdg_selection_no_candidate_vs_random,2048,0,2048,105219223,0,0,0,0,81240023600896,81240023600896,39667980273.9,39667980273.9,39667980273.9,618340511880,618340511880,618340511880,39768,39940,38918,39768,7,221,69.0952021726,55.25,4.24531876747
Hop20Rep2-19_gamma0,Hop20Rep2-19,20,2,19,tdg_selection_no_candidate_vs_random,2048,0,0,132042378,132042378,132042378,132042378,132042378,0,0,0,0,3283690308.61,0,0,42457589904,43661,43922,43086,43661,7,404,110.078422391,43,4.95211170061
Hop20Rep2-19_gamma25,Hop20Rep2-19,20,2,19,tdg_selection_no_candidate_vs_random,2048,0,189,132042378,117683627,113875664,119383502,116648964,1513724105409,516692191741,8009122250.84,2733821120.32,3283690308.61,42457589904,42391889324,42457589904,43661,43922,43086,43661,7,404,110.078422391,43,4.95211170061
Hop20Rep2-19_gamma50,Hop20Rep2-19,20,2,19,tdg_selection_no_candidate_vs_random,2048,0,873,132042378,75399651,61779411,75155643,61398598,3160831700385,2887655526692,3620654868.71,3307738289.45,3283690308.61,42457589904,42457589904,42457589904,43661,43922,43086,43661,7,404,110.078422391,43,4.95211170061
Hop20Rep2-19_gamma75,Hop20Rep2-19,20,2,19,tdg_selection_no_candidate_vs_random,2048,0,1369,132042378,43794975,29423124,43451322,28158293,4844564822068,4710479258452,3538761740.01,3440817573.74,3283690308.61,42457589904,42457589904,42457589904,43661,43922,43086,43661,7,404,110.078422391,43,4.95211170061
Hop20Rep2-19_gamma100,Hop20Rep2-19,20,2,19,tdg_selection_no_candidate_vs_random,2048,0,2048,132042378,0,0,0,0,6724997752025,6724997752025,3283690308.61,3283690308.61,3283690308.61,42457589904,42457589904,42457589904,43661,43922,43086,43661,7,404,110.078422391,43,4.95211170061
Hop20Rep4-0_gamma0,Hop20Rep4-0,20,4,0,tdg_selection_no_candidate_vs_random,4096,0,0,302905825,302905825,302905825,302905825,302905825,0,0,0,0,9.2090929821e+14,0,0,4484969077304031910,43437,85632,42669,43437,26,994,358.230310565,198.8,24.4089650221
Hop20Rep4-0_gamma25,Hop20Rep4-0,20,4,0,tdg_selection_no_candidate_vs_random,4096,0,495,302905825,263522738,263061896,266669625,264334905,7481813251412692181,-6990774866717344127,1.51147742453e+16,-1.41227775085e+16,9.2090929821e+14,4484969077304031910,4459208177858871356,4484969077304031910,43437,85632,42669,43437,26,994,358.230310565,198.8,24.4089650221
Hop20Rep4-0_gamma50,Hop20Rep4-0,20,4,0,tdg_selection_no_candidate_vs_random,4096,0,1830,302905825,164752283,157181907,169244823,160639755,4590518858037405084,-2642875744562887608,2.50848025029e+15,-1.44419439594e+15,9.2090929821e+14,4484969077304031910,4484969077304031910,4484969077304031910,43437,85632,42669,43437,26,994,358.230310565,198.8,24.4089650221
Hop20Rep4-0_gamma75,Hop20Rep4-0,20,4,0,tdg_selection_no_candidate_vs_random,4096,0,2882,302905825,86457709,72505218,90422397,76518836,8322541970195326488,-7046896365374655425,2.88776612429e+15,-2.44514100117e+15,9.2090929821e+14,4484969077304031910,4484969077304031910,4484969077304031910,43437,85632,42669,43437,26,994,358.230310565,198.8,24.4089650221
Hop20Rep4-0_gamma100,Hop20Rep4-0,20,4,0,tdg_selection_no_candidate_vs_random,4096,0,4096,302905825,0,0,0,0,3772044485467190914,3772044485467190914,9.2090929821e+14,9.2090929821e+14,9.2090929821e+14,4484969077304031910,4484969077304031910,4484969077304031910,43437,85632,42669,43437,26,994,358.230310565,198.8,24.4089650221
Hop20Rep4-1_gamma0,Hop20Rep4-1,20,4,1,tdg_selection_no_candidate_vs_random,4096,0,0,323669773,323669773,323669773,323669773,323669773,0,0,0,0,1.25230167145e+15,0,0,6583562720199679332,60239,97132,59136,60239,17,558,190.283802852,284,24.47857092
Hop20Rep4-1_gamma25,Hop20Rep4-1,20,4,1,tdg_selection_no_candidate_vs_random,4096,0,415,323669773,284945706,284344490,291230603,287648685,-1231968286079558573,5843834911474089086,-2.96859827971e+15,1.40815299072e+16,1.25230167145e+15,6583562720199679332,6583562720199679332,6583562720199679332,60239,97132,59136,60239,17,558,190.283802852,284,24.47857092
Hop20Rep4-1_gamma50,Hop20Rep4-1,20,4,1,tdg_selection_no_candidate_vs_random,4096,0,1808,323669773,175819130,164058123,181891757,168442683,-4406675806308510439,-6784359120158192905,-2.43732068933e+15,-3.75241101779e+15,1.25230167145e+15,6583562720199679332,6583562720199679332,6583562720199679332,60239,97132,59136,60239,17,558,190.283802852,284,24.47857092
Hop20Rep4-1_gamma75,Hop20Rep4-1,20,4,1,tdg_selection_no_candidate_vs_random,4096,0,2860,323669773,93865753,73704016,98600873,78680775,1331374651343995226,-3459691440180333294,4.65515612358e+14,-1.20968232174e+15,1.25230167145e+15,6583562720199679332,6583562720199679332,6583562720199679332,60239,97132,59136,60239,17,558,190.283802852,284,24.47857092
Hop20Rep4-1_gamma100,Hop20Rep4-1,20,4,1,tdg_selection_no_candidate_vs_random,4096,0,4096,323669773,0,0,0,0,5129427646242573984,5129427646242573984,1.25230167145e+15,1.25230167145e+15,1.25230167145e+15,6583562720199679332,6583562720199679332,6583562720199679332,60239,97132,59136,60239,17,558,190.283802852,284,24.47857092
Hop20Rep4-2_gamma0,Hop20Rep4-2,20,4,2,tdg_selection_no_candidate_vs_random,4096,0,0,268046697,268046697,268046697,268046697,268046697,0,0,0,0,1.42733348099e+15,0,0,3347048779573770270,70027,92100,67985,70027,14,571,117.480229055,95.1666666667,7.71710107537
Hop20Rep4-2_gamma25,Hop20Rep4-2,20,4,2,tdg_selection_no_candidate_vs_random,4096,0,826,268046697,213091687,203793888,213466327,202857200,-7326600380133483780,-5754025827573085038,-8.86997624713e+15,-6.96613296316e+15,1.42733348099e+15,3347048779573770270,3347048745038728985,3347048779573770270,70027,92100,67985,70027,14,571,117.480229055,95.1666666667,7.71710107537
Hop20Rep4-2_gamma50,Hop20Rep4-2,20,4,2,tdg_selection_no_candidate_vs_random,4096,0,1712,268046697,154285283,131878505,155948675,133242852,-7261840876611256576,8678559785213286394,-4.241729484e+15,5.06925221099e+15,1.42733348099e+15,3347048779573770270,3347048745038728985,3347048779573770270,70027,92100,67985,70027,14,571,117.480229055,95.1666666667,7.71710107537
Hop20Rep4-2_gamma75,Hop20Rep4-2,20,4,2,tdg_selection_no_candidate_vs_random,4096,0,2747,268046697,86619615,55519880,89441435,57368120,1857151209686321363,7445518439260448785,6.76065238328e+14,2.71041807035e+15,1.42733348099e+15,3347048779573770270,3347048779573770270,3347048779573770270,70027,92100,67985,70027,14,571,117.480229055,95.1666666667,7.71710107537
Hop20Rep4-2_gamma100,Hop20Rep4-2,20,4,2,tdg_selection_no_candidate_vs_random,4096,0,4096,268046697,0,0,0,0,5846357938119914276,5846357938119914276,1.42733348099e+15,1.42733348099e+15,1.42733348099e+15,3347048779573770270,3347048779573770270,3347048779573770270,70027,92100,67985,70027,14,571,117.480229055,95.1666666667,7.71710107537
Hop20Rep4-3_gamma0,Hop20Rep4-3,20,4,3,tdg_selection_no_candidate_vs_random,4096,0,0,270706319,270706319,270706319,270706319,270706319,0,0,0,0,-1.61142912575e+15,0,0,4779506413454638268,57306,82544,56780,57306,18,594,191.747984504,146,11.6918327826
Hop20Rep4-3_gamma25,Hop20Rep4-3,20,4,3,tdg_selection_no_candidate_vs_random,4096,0,69,270706319,264991057,264923377,266319193,265290350,7433673890557906820,-4920273789645547860,1.07734404211e+17,-7.1308315792e+16,-1.61142912575e+15,4779506413454638268,4273785350916528377,4779506413454638268,57306,82544,56780,57306,18,594,191.747984504,146,11.6918327826
