run_id,dataset,hop,rep,seed,algorithm,query_count,iteration,selected_count,total_before,tdg_remaining_before,tdg_remaining_after_remove,random_remaining_before,random_remaining_after_remove,tdg_selected_score_sum,random_selected_score_sum,mean_selected_tdg_score,mean_random_tdg_score,mean_all_query_tdg_score,max_selected_tdg_score,max_random_tdg_score,max_all_query_tdg_score,tdg_node_count,tdg_route_arc_count,tdg_same_edge_arc_count,tdg_edge_timeline_count,tdg_max_out_degree,tdg_max_flow,tdg_mean_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio
Hop10Rep4-1_gamma25,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,0,260,122760369,111610671,111206952,114461583,113135000,350107728967385,130496340203022,1.34656818834e+12,501909000781,361603919859,4127969308244,4127942882126,4127969308244,30414,36180,30053,30414,14,406,108.446998093,20.6666666667,5.29437082698
Hop10Rep4-1_gamma50,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,0,1797,122760369,65655542,54932585,69514344,58123932,696730089708970,690213770799361,387718469510,384092248636,361603919859,4127969308244,4127969308244,4127969308244,30414,36180,30053,30414,14,406,108.446998093,20.6666666667,5.29437082698
Hop10Rep4-1_gamma75,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,0,2802,122760369,35524798,21801299,38703107,23622584,1064095605284535,1035867115522150,379762885541,369688478059,361603919859,4127969308244,4127969308244,4127969308244,30414,36180,30053,30414,14,406,108.446998093,20.6666666667,5.29437082698
Hop10Rep4-1_gamma100,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,0,4096,122760369,0,0,0,0,1481129655743834,1481129655743834,361603919859,361603919859,361603919859,4127969308244,4127969308244,4127969308244,30414,36180,30053,30414,14,406,108.446998093,20.6666666667,5.29437082698
Hop10Rep4-2_gamma0,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,0,0,164917060,164917060,164917060,164917060,164917060,0,0,0,0,1.25724954293e+13,0,0,112091884173574,30445,44828,30132,30445,13,472,174.573558877,82.4,13.577243267
Hop10Rep4-2_gamma25,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,0,924,164917060,124541108,122357140,127763980,125416485,12613114254600886,11855112151518887,1.36505565526e+13,1.28302079562e+13,1.25724954293e+13,112091884173574,111855669037488,112091884173574,30445,44828,30132,30445,13,472,174.573558877,82.4,13.577243267
Hop10Rep4-2_gamma50,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,0,1882,164917060,83127177,77322247,89576121,83830473,25338334237693907,24141614427685978,1.34635144727e+13,1.28276378468e+13,1.25724954293e+13,112091884173574,111974640700658,112091884173574,30445,44828,30132,30445,13,472,174.573558877,82.4,13.577243267
Hop10Rep4-2_gamma75,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,0,2913,164917060,41038740,30739500,48207991,36358435,38351677823181990,36208171928125423,1.31656978452e+13,1.24298564806e+13,1.25724954293e+13,112091884173574,112091884173574,112091884173574,30445,44828,30132,30445,13,472,174.573558877,82.4,13.577243267
Hop10Rep4-2_gamma100,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,0,4096,164917060,0,0,0,0,51496941278214610,51496941278214610,1.25724954293e+13,1.25724954293e+13,1.25724954293e+13,112091884173574,112091884173574,112091884173574,30445,44828,30132,30445,13,472,174.573558877,82.4,13.577243267
Hop10Rep4-3_gamma0,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,0,0,93285194,93285194,93285194,93285194,93285194,0,0,0,0,112125000377,0,0,1394900013017,21214,26236,20826,21214,13,503,139.730979542,128,8.88451110476
Hop10Rep4-3_gamma25,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,0,233,93285194,84816542,84568993,88124912,87461155,109253773320364,30381124100892,468900314680,130391090562,112125000377,1394900013017,1394687818777,1394900013017,21214,26236,20826,21214,13,503,139.730979542,128,8.88451110476
Hop10Rep4-3_gamma50,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,0,1787,93285194,49686733,44695304,52166920,47461021,218456477833301,210521058673183,122247609308,117806971837,112125000377,1394900013017,1394815001791,1394900013017,21214,26236,20826,21214,13,503,139.730979542,128,8.88451110476
Hop10Rep4-3_gamma75,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,0,2710,93285194,28249019,21037474,31359170,24252972,331155868419975,301417381890312,122197737424,111224126159,112125000377,1394900013017,1394900013017,1394900013017,21214,26236,20826,21214,13,503,139.730979542,128,8.88451110476
Hop10Rep4-3_gamma100,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,0,4096,93285194,0,0,0,0,459264001544810,459264001544810,112125000377,112125000377,112125000377,1394900013017,1394900013017,1394900013017,21214,26236,20826,21214,13,503,139.730979542,128,8.88451110476
Hop10Rep4-4_gamma0,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,0,0,125720190,125720190,125720190,125720190,125720190,0,0,0,0,71585773251.7,0,0,719030742503,25166,34580,24628,25166,14,433,129.970356831,137,21.8963156636
Hop10Rep4-4_gamma25,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,0,739,125720190,99618325,97984778,102810766,100230667,70663532721573,49940242733676,95620477295.8,67578136310.8,71585773251.7,719030742503,719030742503,719030742503,25166,34580,24628,25166,14,433,129.970356831,137,21.8963156636
Hop10Rep4-4_gamma50,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,0,1836,125720190,66637591,60913139,69465824,63320037,141366509304399,128003504505779,76997009425.1,69718684371.3,71585773251.7,719030742503,719030742503,719030742503,25166,34580,24628,25166,14,433,129.970356831,137,21.8963156636
Hop10Rep4-4_gamma75,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,0,2815,125720190,35692443,26643287,38979516,30235943,215868529466007,198792791369673,76685090396.5,70619108834.7,71585773251.7,719030742503,719030742503,719030742503,25166,34580,24628,25166,14,433,129.970356831,137,21.8963156636
Hop10Rep4-4_gamma100,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,0,4096,125720190,0,0,0,0,293215327239116,293215327239116,71585773251.7,71585773251.7,71585773251.7,719030742503,719030742503,719030742503,25166,34580,24628,25166,14,433,129.970356831,137,21.8963156636
Hop10Rep4-5_gamma0,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,0,0,118448873,118448873,118448873,118448873,118448873,0,0,0,0,506945148196,0,0,8135099181424,25870,32644,25569,25870,13,450,133.794240433,36.8,6.84128317601
Hop10Rep4-5_gamma25,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,0,52,118448873,115890311,115839332,116766805,116603100,358487113527469,32874380315411,6.89398295245e+12,632199621450,506945148196,8135099181424,8135002947754,8135099181424,25870,32644,25569,25870,13,450,133.794240433,36.8,6.84128317601
Hop10Rep4-5_gamma50,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,0,1777,118448873,64061648,57565858,66872267,59768355,984272745099835,947432971016705,553895748509,533164305581,506945148196,8135099181424,8135097407651,8135099181424,25870,32644,25569,25870,13,450,133.794240433,36.8,6.84128317601
Hop10Rep4-5_gamma75,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,0,2725,118448873,36814484,25359689,39259385,28738402,1498381780632306,1407014649087520,549864873627,516335651041,506945148196,8135099181424,8135097407651,8135099181424,25870,32644,25569,25870,13,450,133.794240433,36.8,6.84128317601
Hop10Rep4-5_gamma100,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,0,4096,118448873,0,0,0,0,2076447327009000,2076447327009000,506945148196,506945148196,506945148196,8135099181424,8135099181424,8135099181424,25870,32644,25569,25870,13,450,133.794240433,36.8,6.84128317601
Hop10Rep4-6_gamma0,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,0,0,115757936,115757936,115757936,115757936,115757936,0,0,0,0,7990994802.02,0,0,117507603149,29326,34560,28737,29326,10,312,104.686217009,24,5.94305596942
Hop10Rep4-6_gamma25,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,0,894,115757936,88551156,84189627,90645906,86150603,7987146229772,6569164760562,8934168042.25,7348059016.29,7990994802.02,117507603149,117502856603,117507603149,29326,34560,28737,29326,10,312,104.686217009,24,5.94305596942
Hop10Rep4-6_gamma50,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,0,1812,115757936,60912872,52149424,65151479,55989995,15915477116562,13827484999958,8783375892.14,7631062362.01,7990994802.02,117507603149,117506700484,117507603149,29326,34560,28737,29326,10,312,104.686217009,24,5.94305596942
Hop10Rep4-6_gamma75,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,0,2853,115757936,31628181,18816337,35726522,21931061,24027481751630,21932467195324,8421830266.96,7687510408.46,7990994802.02,117507603149,117506700484,117507603149,29326,34560,28737,29326,10,312,104.686217009,24,5.94305596942
Hop10Rep4-6_gamma100,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,0,4096,115757936,0,0,0,0,32731114709094,32731114709094,7990994802.02,7990994802.02,7990994802.02,117507603149,117507603149,117507603149,29326,34560,28737,29326,10,312,104.686217009,24,5.94305596942
Hop10Rep4-7_gamma0,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,0,0,166413531,166413531,166413531,166413531,166413531,0,0,0,0,2.10554669621e+15,0,0,23245888895630436,30367,46180,30169,30367,17,634,174.923568347,128,9.77819679428
Hop10Rep4-7_gamma25,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,0,917,166413531,127635643,124324101,129570686,126089875,2082941678251052030,1994737149394900209,2.27147402208e+15,2.1752858772e+15,2.10554669621e+15,23245888895630436,23245888475203913,23245888895630436,30367,46180,30169,30367,17,634,174.923568347,128,9.77819679428
Hop10Rep4-7_gamma50,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,0,1815,166413531,90263494,82063289,92859629,84699286,4239538023879046331,4002338138410867052,2.33583362197e+15,2.20514497984e+15,2.10554669621e+15,23245888895630436,23245888475203913,23245888895630436,30367,46180,30169,30367,17,634,174.923568347,128,9.77819679428
Hop10Rep4-7_gamma75,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,0,2788,166413531,50901675,39431578,53319404,42174600,6429017479811818728,5956312008108862902,2.30596035861e+15,2.13641033289e+15,2.10554669621e+15,23245888895630436,23245888895630436,23245888895630436,30367,46180,30169,30367,17,634,174.923568347,128,9.77819679428
Hop10Rep4-7_gamma100,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,0,4096,166413531,0,0,0,0,8624319267678663918,8624319267678663918,2.10554669621e+15,2.10554669621e+15,2.10554669621e+15,23245888895630436,23245888895630436,23245888895630436,30367,46180,30169,30367,17,634,174.923568347,128,9.77819679428
Hop10Rep4-8_gamma0,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,0,0,161756694,161756694,161756694,161756694,161756694,0,0,0,0,2.00252131966e+14,0,0,4644355832066155,34126,47648,33445,34126,13,367,110.075338452,328,12.5782153614
Hop10Rep4-8_gamma25,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,0,882,161756694,124475376,120549809,127117552,123156601,202478750841367542,185405789528405762,2.29567744718e+14,2.10210645724e+14,2.00252131966e+14,4644355832066155,4644355831274423,4644355832066155,34126,47648,33445,34126,13,367,110.075338452,328,12.5782153614
Hop10Rep4-8_gamma50,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,0,1797,161756694,86438907,77698027,90909009,82252055,402500722213398760,386845020691649171,2.23984820375e+14,2.15272688198e+14,2.00252131966e+14,4644355832066155,4644355831274423,4644355832066155,34126,47648,33445,34126,13,367,110.075338452,328,12.5782153614
Hop10Rep4-8_gamma75,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,0,2791,161756694,47827736,31298648,51518355,35683338,611357684164271139,570576320213788146,2.19046106831e+14,2.04434367687e+14,2.00252131966e+14,4644355832066155,4644355831274423,4644355832066155,34126,47648,33445,34126,13,367,110.075338452,328,12.5782153614
Hop10Rep4-8_gamma100,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,0,4096,161756694,0,0,0,0,820232732533010824,820232732533010824,2.00252131966e+14,2.00252131966e+14,2.00252131966e+14,4644355832066155,4644355832066155,4644355832066155,34126,47648,33445,34126,13,367,110.075338452,328,12.5782153614
Hop10Rep4-9_gamma0,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,0,0,153390208,153390208,153390208,153390208,153390208,0,0,0,0,5.84474386299e+14,0,0,7799727359553279,30930,43504,30597,30930,20,676,182.247268025,56.4285714286,12.0293738082
Hop10Rep4-9_gamma25,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,0,941,153390208,118142693,115096797,118137861,114915104,596158193535801912,565164029463955748,6.33536868795e+14,6.00599393692e+14,5.84474386299e+14,7799727359553279,7799727353482797,7799727359553279,30930,43504,30597,30930,20,676,182.247268025,56.4285714286,12.0293738082
Hop10Rep4-9_gamma50,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,0,1887,153390208,82603600,75469312,82662062,75957311,1185887574666243875,1113042628737830975,6.28451284932e+14,5.89847709983e+14,5.84474386299e+14,7799727359553279,7799727359553279,7799727359553279,30930,43504,30597,30930,20,676,182.247268025,56.4285714286,12.0293738082
Hop10Rep4-9_gamma75,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,0,2823,153390208,47481854,37636772,47023897,37682929,1784369995262720290,1706123180738330858,6.32082888864e+14,6.04365278335e+14,5.84474386299e+14,7799727359553279,7799727359553279,7799727359553279,30930,43504,30597,30930,20,676,182.247268025,56.4285714286,12.0293738082
Hop10Rep4-9_gamma100,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,0,4096,153390208,0,0,0,0,2394007086281547826,2394007086281547826,5.84474386299e+14,5.84474386299e+14,5.84474386299e+14,7799727359553279,7799727359553279,7799727359553279,30930,43504,30597,30930,20,676,182.247268025,56.4285714286,12.0293738082
Hop10Rep4-10_gamma0,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,0,0,133507556,133507556,133507556,133507556,133507556,0,0,0,0,23890578841.4,0,0,529580208118,39152,44260,38484,39152,12,419,91.4760931753,22.0526315789,4.52227856759
Hop10Rep4-10_gamma25,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,0,862,133507556,103856026,94492765,105829688,96770822,24016055865945,20876937683351,27860853672.8,24219185247.5,23890578841.4,529580208118,529579893334,529580208118,39152,44260,38484,39152,12,419,91.4760931753,22.0526315789,4.52227856759
Hop10Rep4-10_gamma50,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,0,1761,133507556,73239952,59081376,76461882,61319683,48388958588951,43445708958467,27478113906.3,24671044269.4,23890578841.4,529580208118,529579893334,529580208118,39152,44260,38484,39152,12,419,91.4760931753,22.0526315789,4.52227856759
Hop10Rep4-10_gamma75,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,0,2778,133507556,40379910,24317289,43063879,25774323,73013861437344,68158804272813,26282887486.4,24535206721.7,23890578841.4,529580208118,529579893334,529580208118,39152,44260,38484,39152,12,419,91.4760931753,22.0526315789,4.52227856759
Hop10Rep4-10_gamma100,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,0,4096,133507556,0,0,0,0,97855810934171,97855810934171,23890578841.4,23890578841.4,23890578841.4,529580208118,529580208118,529580208118,39152,44260,38484,39152,12,419,91.4760931753,22.0526315789,4.52227856759
Hop10Rep4-11_gamma0,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,0,0,140280422,140280422,140280422,140280422,140280422,0,0,0,0,1.27771782539e+14,0,0,1990598359002043,29370,39144,28880,29370,15,632,171.850868233,90.25,13.4958017601
Hop10Rep4-11_gamma25,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,0,922,140280422,106599484,104193690,108486009,106012017,129356144723751421,140541462764351608,1.40299506208e+14,1.52431087597e+14,1.27771782539e+14,1990598359002043,1990598354451574,1990598359002043,29370,39144,28880,29370,15,632,171.850868233,90.25,13.4958017601
Hop10Rep4-11_gamma50,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,0,1884,140280422,72184553,66827662,75186230,69875102,256956612016819311,282534584449749972,1.36388859882e+14,1.4996527837e+14,1.27771782539e+14,1990598359002043,1990598354451574,1990598359002043,29370,39144,28880,29370,15,632,171.850868233,90.25,13.4958017601
Hop10Rep4-11_gamma75,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,0,2863,140280422,37690527,28151064,41964730,33096107,385689828329301037,381343212936350607,1.34715273604e+14,1.33197070533e+14,1.27771782539e+14,1990598359002043,1990598354451574,1990598359002043,29370,39144,28880,29370,15,632,171.850868233,90.25,13.4958017601
Hop10Rep4-11_gamma100,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,0,4096,140280422,0,0,0,0,523353221280108778,523353221280108778,1.27771782539e+14,1.27771782539e+14,1.27771782539e+14,1990598359002043,1990598359002043,1990598359002043,29370,39144,28880,29370,15,632,171.850868233,90.25,13.4958017601
Hop10Rep4-12_gamma0,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,0,0,135147084,135147084,135147084,135147084,135147084,0,0,0,0,531474309527,0,0,5633688778614,30960,40368,30471,30960,13,518,129.072093023,57.3333333333,6.85959676473
Hop10Rep4-12_gamma25,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,0,914,135147084,103633166,98250595,105069399,99124888,530277383579620,495947248630681,580172192100,542611869399,531474309527,5633688778614,5633688778614,5633688778614,30960,40368,30471,30960,13,518,129.072093023,57.3333333333,6.85959676473
Hop10Rep4-12_gamma50,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,0,1863,135147084,70964438,60919713,73378742,62890485,1037134060777236,1011213706296207,556701052484,542787818731,531474309527,5633688778614,5633688778614,5633688778614,30960,40368,30471,30960,13,518,129.072093023,57.3333333333,6.85959676473
Hop10Rep4-12_gamma75,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,0,2859,135147084,37931754,24127036,40282777,25582893,1552129420713987,1621063683650392,542892417179,567003736849,531474309527,5633688778614,5633688778614,5633688778614,30960,40368,30471,30960,13,518,129.072093023,57.3333333333,6.85959676473
Hop10Rep4-12_gamma100,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,0,4096,135147084,0,0,0,0,2176918771821840,2176918771821840,531474309527,531474309527,531474309527,5633688778614,5633688778614,5633688778614,30960,40368,30471,30960,13,518,129.072093023,57.3333333333,6.85959676473
Hop10Rep4-13_gamma0,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,0,0,104258475,104258475,104258475,104258475,104258475,0,0,0,0,7271234423.04,0,0,126209658414,27598,30968,27206,27598,12,348,96.4777882455,18.6666666667,4.53697765494
Hop10Rep4-13_gamma25,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,0,540,104258475,86516576,85007128,90893804,88117971,7290571895103,3912262784713,13501059065,7244931082.8,7271234423.04,126209658414,126174909629,126209658414,27598,30968,27206,27598,12,348,96.4777882455,18.6666666667,4.53697765494
Hop10Rep4-13_gamma50,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,0,1763,104258475,56206249,46612524,59966334,50495556,14350236424934,11603975157231,8139668987.48,6581948472.62,7271234423.04,126209658414,126209658414,126209658414,27598,30968,27206,27598,12,348,96.4777882455,18.6666666667,4.53697765494
Hop10Rep4-13_gamma75,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,0,2802,104258475,29475576,17321840,33271551,20432729,21836115200488,19712876650776,7793046110.1,7035287883.93,7271234423.04,126209658414,126209658414,126209658414,27598,30968,27206,27598,12,348,96.4777882455,18.6666666667,4.53697765494
Hop10Rep4-13_gamma100,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,0,4096,104258475,0,0,0,0,29782976196782,29782976196782,7271234423.04,7271234423.04,7271234423.04,126209658414,126209658414,126209658414,27598,30968,27206,27598,12,348,96.4777882455,18.6666666667,4.53697765494
Hop10Rep4-14_gamma0,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,0,0,133324465,133324465,133324465,133324465,133324465,0,0,0,0,21528755858.9,0,0,255042781637,33864,39324,33475,33864,12,406,113.775868179,170,10.5246116912
Hop10Rep4-14_gamma25,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,0,846,133324465,103865092,99203558,105843448,101049527,20617538797133,18857274448415,24370613235.4,22289922515.9,21528755858.9,255042781637,255039787308,255042781637,33864,39324,33475,33864,12,406,113.775868179,170,10.5246116912
Hop10Rep4-14_gamma50,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,0,1736,133324465,73367557,64315363,76931447,67698856,41158633298376,37031459429989,23708890148.8,21331485846.8,21528755858.9,255042781637,255039787308,255042781637,33864,39324,33475,33864,12,406,113.775868179,170,10.5246116912
Hop10Rep4-14_gamma75,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,0,2755,133324465,39824976,26343047,43632062,30775800,63054527055523,60320547243793,22887305646.3,21894935478.7,21528755858.9,255042781637,255042781637,255042781637,33864,39324,33475,33864,12,406,113.775868179,170,10.5246116912
Hop10Rep4-14_gamma100,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,0,4096,133324465,0,0,0,0,88181783998188,88181783998188,21528755858.9,21528755858.9,21528755858.9,255042781637,255042781637,255042781637,33864,39324,33475,33864,12,406,113.775868179,170,10.5246116912
Hop10Rep4-15_gamma0,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,0,0,132597653,132597653,132597653,132597653,132597653,0,0,0,0,27659596909.1,0,0,486975940067,36554,40744,36245,36554,13,537,126.441538546,31.5882352941,6.52613324329
Hop10Rep4-15_gamma25,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,0,325,132597653,119987190,119114530,122265538,120509915,27855828316656,9932699515343,85710240974.3,30562152354.9,27659596909.1,486975940067,486974663284,486975940067,36554,40744,36245,36554,13,537,126.441538546,31.5882352941,6.52613324329
Hop10Rep4-15_gamma50,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,0,1817,132597653,70190667,60868175,73549286,63945177,56191164758393,55771654089049,30925242024.4,30694361083.7,27659596909.1,486975940067,486974663284,486975940067,36554,40744,36245,36554,13,537,126.441538546,31.5882352941,6.52613324329
Hop10Rep4-15_gamma75,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,0,2848,132597653,36808816,23664933,39895823,26534487,84810222011155,78081224627279,29778870088.2,27416160332.6,27659596909.1,486975940067,486974663284,486975940067,36554,40744,36245,36554,13,537,126.441538546,31.5882352941,6.52613324329
Hop10Rep4-15_gamma100,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,0,4096,132597653,0,0,0,0,113293708939764,113293708939764,27659596909.1,27659596909.1,27659596909.1,486975940067,486975940067,486975940067,36554,40744,36245,36554,13,537,126.441538546,31.5882352941,6.52613324329
Hop10Rep4-16_gamma0,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,0,0,113649022,113649022,113649022,113649022,113649022,0,0,0,0,3392050113.67,0,0,31633261016,33279,36504,32769,33279,12,369,87.0816430782,198,6.62197885569
Hop10Rep4-16_gamma25,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,0,860,113649022,88063345,82302835,89611164,84011884,3193817528976,2958423457664,3713741312.76,3440027276.35,3392050113.67,31633261016,31633261016,31633261016,33279,36504,32769,33279,12,369,87.0816430782,198,6.62197885569
Hop10Rep4-16_gamma50,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,0,1751,113649022,62042740,52725368,65554391,56098116,6407738197221,6154274715509,3659473556.38,3514719997.44,3392050113.67,31633261016,31633261016,31633261016,33279,36504,32769,33279,12,369,87.0816430782,198,6.62197885569
Hop10Rep4-16_gamma75,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,0,2751,113649022,33830649,20653502,37778072,24382508,9859666225824,9742147384437,3584029889.43,3541311299.32,3392050113.67,31633261016,31633261016,31633261016,33279,36504,32769,33279,12,369,87.0816430782,198,6.62197885569
Hop10Rep4-16_gamma100,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,0,4096,113649022,0,0,0,0,13893837265585,13893837265585,3392050113.67,3392050113.67,3392050113.67,31633261016,31633261016,31633261016,33279,36504,32769,33279,12,369,87.0816430782,198,6.62197885569
Hop10Rep4-17_gamma0,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,0,0,144229318,144229318,144229318,144229318,144229318,0,0,0,0,5.42678036761e+14,0,0,7074893665690461,39963,50988,39384,39963,17,688,95.0255736556,123,5.12203704718
Hop10Rep4-17_gamma25,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,0,934,144229318,110464086,103689917,111923520,104977916,559307751911716176,433716134971548695,5.98830569499e+14,4.64364170205e+14,5.42678036761e+14,7074893665690461,7074887034491638,7074893665690461,39963,50988,39384,39963,17,688,95.0255736556,123,5.12203704718
Hop10Rep4-17_gamma50,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,0,1890,144229318,75473222,64156299,77941512,66072523,1111310771372802790,968610461276786374,5.87995117128e+14,5.12492307554e+14,5.42678036761e+14,7074893665690461,7074887034491638,7074893665690461,39963,50988,39384,39963,17,688,95.0255736556,123,5.12203704718
Hop10Rep4-17_gamma75,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,0,2907,144229318,38964980,27808798,41323659,29157586,1667243266402269973,1572771985177094821,5.73527095426e+14,5.41029234667e+14,5.42678036761e+14,7074893665690461,7074893665690461,7074893665690461,39963,50988,39384,39963,17,688,95.0255736556,123,5.12203704718
Hop10Rep4-17_gamma100,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,0,4096,144229318,0,0,0,0,2222809238571300363,2222809238571300363,5.42678036761e+14,5.42678036761e+14,5.42678036761e+14,7074893665690461,7074893665690461,7074893665690461,39963,50988,39384,39963,17,688,95.0255736556,123,5.12203704718
Hop10Rep4-18_gamma0,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,0,0,129989088,129989088,129989088,129989088,129989088,0,0,0,0,4.94012104612e+12,0,0,28226579863673,21032,34144,20842,21032,25,798,214.748430962,66.5,9.64286804989
Hop10Rep4-18_gamma25,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,0,215,129989088,120957353,120799450,123189807,122769386,3983283300980524,1148125875917488,1.85268990743e+13,5.3401203531e+12,4.94012104612e+12,28226579863673,27838096672930,28226579863673,21032,34144,20842,21032,25,798,214.748430962,66.5,9.64286804989
