gamma,removal_mode,rows,win_rate,mean_gain,median_gain,mean_gain_pct_total,mean_gain_per_selected,mean_tdg_reduction,mean_random_reduction,mean_selected_count,median_selected_count,mean_selected_fraction,mean_tdg_prepare_sec,mean_tdg_select_sec,mean_random_select_sec,mean_important_node_count
25,all_nodes,180,0.8777777777777778,957555.338888889,779592.5,0.9822646706003686,4290.263726266149,31500136.472222224,30542581.133333333,365.80555555555554,287.5,0.15653483072916666,0.5910085888888889,1.0413472833333333,0.00020588333333333334,53425.91111111111
25,anchor_important,180,0.8833333333333333,997914.0944444444,812088.0,0.9589086103603347,3847.430931897572,32268898.861111112,31270984.766666666,375.71666666666664,249.0,0.1628390842013889,0.6323960222222222,1.0356480166666666,0.00020522777777777778,23569.477777777778
25,congestion_important,180,0.7166666666666667,187825.03333333333,385791.0,-0.22973088181157825,4110.165667306878,16761424.183333334,16573599.15,227.80555555555554,102.0,0.10660264756944444,0.6108381722222223,0.8542428833333334,0.00020592222222222224,5356.705555555555
50,all_nodes,180,0.9111111111111111,1555672.3,1058184.5,1.4080225043346601,1490.162232961855,81014867.65555556,79459195.35555555,991.5222222222222,859.0,0.41219482421875,0.5910039055555555,1.8252914111111112,0.00020548888888888888,53425.91111111111
50,anchor_important,180,0.8777777777777778,1417902.7722222223,1029888.0,1.36544320814691,1430.9612096811156,83250913.69444445,81833010.92222223,1014.2111111111111,889.5,0.4268107096354167,0.6323740722222222,1.8429466277777777,0.00020607222222222222,23569.477777777778
50,congestion_important,180,0.4222222222222222,-659810.3944444444,-198003.5,-0.823889237856068,814.6090691595451,63266284.25,63926094.64444444,873.4722222222222,600.0,0.38303087022569443,0.6108285111111111,1.5861417444444446,0.00020515555555555558,5356.705555555555
75,all_nodes,180,0.8944444444444445,1104294.3666666667,633408.0,1.0269865113425631,621.8757101253386,124484771.3611111,123380476.99444444,1618.8722222222223,1382.0,0.6738972981770833,0.5910035055555555,2.6134692777777775,0.00020608333333333335,53425.91111111111
75,anchor_important,180,0.9111111111111111,1046167.5833333334,580108.5,1.0080152395929605,605.6207741642345,126703076.53888889,125656908.95555556,1651.0611111111111,1415.0,0.6908053927951389,0.6320725500000001,2.638503961111111,0.00020640555555555555,23569.477777777778
75,congestion_important,180,0.3055555555555556,-472970.9277777778,-258118.0,-0.2967396945729247,286.142357708336,124033538.21666667,124506509.14444445,1699.0333333333333,1519.0,0.7095513237847222,0.6108204388888888,2.580278077777778,0.0002051611111111111,5356.705555555555
