run_id,dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,tdg_after,tdg_prepare_sec,normalize_sec,reroute_sec,evaluate_after_sec,method_total_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,normal_after,normal_reroute_sec,normal_evaluate_after_sec,normal_total_sec,normal_reduction,tdg_reduction,gain_vs_normal,pct_vs_normal_after,pct_extra_reduction_vs_normal,pct_of_total_before,tdg_better,extra_total_sec,extra_reroute_sec
Hop10Rep4-9_random30_tdg_impact_w5,Hop10Rep4-9,10,4,9,4096,random,30,0,1228,45,tdg_impact_reroute,5,153390208,133180804,0.491488,0.006897,0.110469,2.941958,3.550812,1947486.27362,1966784.29224,30930,30930,133618136,0.020941,3.029302,3.050243,19772072,20209404,437332,0.3272998809083821,2.2118673247801244,0.28511076795723495,True,0.500569,0.089528
Hop10Rep4-9_random30_tdg_impact_w50,Hop10Rep4-9,10,4,9,4096,random,30,0,1228,45,tdg_impact_reroute,50,153390208,131029795,0.491488,0.006897,0.088385,2.995214,3.581984,1947486.27362,1966784.29224,30930,30930,133618136,0.020941,3.029302,3.050243,19772072,22360413,2588341,1.9371180271516435,13.090894065123775,1.68742257654413,True,0.5317409999999998,0.067444
Hop10Rep4-10_random30_tdg_impact_w0,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,0,133507556,126840931,0.426769,0.00875,0.147685,2.218282,2.801486,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,6666625,0,0.0,0.0,0.0,False,0.504893,0.12298700000000001
Hop10Rep4-10_random30_tdg_impact_w100,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,100,133507556,120396651,0.426769,0.00875,0.071127,2.014622,2.521268,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,13110905,6444280,5.0805997316434075,96.66480415502598,4.826902830877977,True,0.22467499999999996,0.046429
Hop10Rep4-10_random30_tdg_impact_w15,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,15,133507556,125870781,0.426769,0.00875,0.132299,2.194549,2.762367,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,7636775,970150,0.7648556285037044,14.552340952130951,0.7266629912691983,True,0.4657739999999997,0.107601
Hop10Rep4-10_random30_tdg_impact_w30,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,30,133507556,121645032,0.426769,0.00875,0.130262,2.033183,2.598964,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,11862524,5195899,4.096389831764953,77.93897211857575,3.891838900863409,True,0.30237099999999995,0.10556399999999999
Hop10Rep4-10_random30_tdg_impact_w5,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,5,133507556,126177485,0.426769,0.00875,0.151135,2.189664,2.776318,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,7330071,663446,0.52305355595348,9.95175219845124,0.4969351697217797,True,0.47972499999999973,0.126437
Hop10Rep4-10_random30_tdg_impact_w50,Hop10Rep4-10,10,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,50,133507556,120431710,0.426769,0.00875,0.099095,1.97059,2.505204,1626206.34121,1613237.05249,39152,39152,126840931,0.024698,2.271895,2.296593,6666625,13075846,6409221,5.052959600241345,96.13891586822417,4.800642893949763,True,0.20861099999999988,0.074397
Hop10Rep4-11_random30_tdg_impact_w0,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,0,140280422,139372050,0.443153,0.006151,0.107531,2.941349,3.498184,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,908372,0,0.0,0.0,0.0,False,0.4599420000000003,0.090004
Hop10Rep4-11_random30_tdg_impact_w100,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,100,140280422,132859949,0.443153,0.006151,0.066833,2.70198,3.218117,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,7420473,6512101,4.67245835875988,716.8980329644684,4.642202316728132,True,0.179875,0.049306
Hop10Rep4-11_random30_tdg_impact_w15,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,15,140280422,138060956,0.443153,0.006151,0.096552,2.912066,3.457922,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,2219466,1311094,0.9407151577378678,144.33447970655195,0.9346236497634716,True,0.41968000000000005,0.079025
Hop10Rep4-11_random30_tdg_impact_w30,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,30,140280422,134925252,0.443153,0.006151,0.086423,2.822426,3.358153,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,5355170,4446798,3.1905952448859005,489.5349042022431,3.1699348609031133,True,0.3199110000000003,0.068896
Hop10Rep4-11_random30_tdg_impact_w5,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,5,140280422,138414269,0.443153,0.006151,0.104107,2.911796,3.465207,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,1866153,957781,0.6872116755116969,105.43929139163251,0.6827617042669005,True,0.42696500000000004,0.08658
Hop10Rep4-11_random30_tdg_impact_w50,Hop10Rep4-11,10,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,50,140280422,134037091,0.443153,0.006151,0.090908,2.775687,3.315899,1859392.7101,1846867.30322,29370,29370,139372050,0.017527,3.020715,3.038242,908372,6243331,5334959,3.8278542935976043,587.3099346963579,3.8030674016649306,True,0.27765700000000004,0.073381
Hop10Rep4-12_random30_tdg_impact_w0,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,0,135147084,141009777,0.395174,0.006458,0.111658,2.827408,3.340698,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-5862693,0,0.0,-0.0,0.0,False,0.48710900000000024,0.09111899999999999
Hop10Rep4-12_random30_tdg_impact_w100,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,100,135147084,141926802,0.395174,0.006458,0.075601,3.054836,3.532069,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-6779718,-917025,-0.6503272464575276,15.641702541818239,-0.6785385025399439,False,0.67848,0.055062
Hop10Rep4-12_random30_tdg_impact_w15,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,15,135147084,139566697,0.395174,0.006458,0.097295,2.815764,3.314691,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-4419613,1443080,1.023390030607594,-24.614626759409028,1.067784784760876,True,0.4611019999999999,0.076756
Hop10Rep4-12_random30_tdg_impact_w30,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,30,135147084,138918005,0.395174,0.006458,0.094006,2.811661,3.307299,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-3770921,2091772,1.4834233799263437,-35.67937123775712,1.5477744233090518,True,0.45371000000000006,0.073467
Hop10Rep4-12_random30_tdg_impact_w5,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,5,135147084,139602601,0.395174,0.006458,0.104001,2.792427,3.29806,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-4455517,1407176,0.9979279663707291,-24.002211952766416,1.0412181738231214,True,0.44447100000000006,0.083462
Hop10Rep4-12_random30_tdg_impact_w50,Hop10Rep4-12,10,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,50,135147084,138630789,0.395174,0.006458,0.088325,2.851829,3.341786,1537066.57573,1561944.87402,30960,30960,141009777,0.020539,2.83305,2.853589,-5862693,-3483705,2378988,1.68710854709032,-40.57841677877385,1.7602954718579054,True,0.488197,0.067786
Hop10Rep4-13_random30_tdg_impact_w0,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,0,104258475,97619919,0.297594,0.006638,0.170569,1.680085,2.154886,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,6638556,0,0.0,0.0,0.0,False,0.45592199999999994,0.150448
Hop10Rep4-13_random30_tdg_impact_w100,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,100,104258475,99639688,0.297594,0.006638,0.099028,1.65458,2.05784,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,4618787,-2019769,-2.0690131898183606,-30.42482431420327,-1.9372708070015412,False,0.3588760000000002,0.078907
Hop10Rep4-13_random30_tdg_impact_w15,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,15,104258475,97584339,0.297594,0.006638,0.151186,1.654044,2.109462,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,6674136,35580,0.036447479535400965,0.5359599286350827,0.03412672207223442,True,0.41049800000000025,0.131065
Hop10Rep4-13_random30_tdg_impact_w30,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,30,104258475,97834867,0.297594,0.006638,0.138794,1.649229,2.092255,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,6423608,-214948,-0.22018866866709857,-3.237872814509662,-0.206168371444144,False,0.3932910000000003,0.118673
Hop10Rep4-13_random30_tdg_impact_w5,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,5,104258475,97200962,0.297594,0.006638,0.16095,1.656498,2.12168,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,7057513,418957,0.42917163248209617,6.310965818470161,0.4018445502871589,True,0.4227160000000001,0.140829
Hop10Rep4-13_random30_tdg_impact_w50,Hop10Rep4-13,10,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,50,104258475,98626408,0.297594,0.006638,0.124195,1.656195,2.084622,1076163.46173,1104832.07959,27598,27598,97619919,0.020121,1.678843,1.698964,6638556,5632067,-1006489,-1.0310283088843786,-15.161263985722195,-0.9653785939224604,False,0.38565800000000006,0.104074
Hop10Rep4-14_random30_tdg_impact_w0,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,0,133324465,117758766,0.402741,0.007099,0.126881,2.177011,2.713732,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,15565699,0,0.0,0.0,0.0,False,0.48821199999999987,0.10520299999999999
Hop10Rep4-14_random30_tdg_impact_w100,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,100,133324465,118378040,0.402741,0.007099,0.080584,2.166682,2.657106,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,14946425,-619274,-0.5258835677676854,-3.9784528789873166,-0.464486394151291,False,0.43158600000000025,0.058906
Hop10Rep4-14_random30_tdg_impact_w15,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,15,133324465,116206803,0.402741,0.007099,0.110685,2.122232,2.642757,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,17117662,1551963,1.317917173147008,9.970403513520337,1.164049673853932,True,0.4172370000000001,0.089007
Hop10Rep4-14_random30_tdg_impact_w30,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,30,133324465,116055737,0.402741,0.007099,0.101544,2.125771,2.637155,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,17268728,1703029,1.4462014658000069,10.940909238961899,1.2773567101881864,True,0.411635,0.07986599999999999
Hop10Rep4-14_random30_tdg_impact_w5,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,5,133324465,116374345,0.402741,0.007099,0.130304,2.140819,2.680963,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,16950120,1384421,1.175641565401594,8.89404966651353,1.0383848155700455,True,0.45544300000000026,0.108626
Hop10Rep4-14_random30_tdg_impact_w50,Hop10Rep4-14,10,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,50,133324465,116322316,0.402741,0.007099,0.09372,2.14191,2.64547,1652076.09853,1657768.05811,33864,33864,117758766,0.021678,2.203842,2.22552,15565699,17002149,1436450,1.2198242634437932,9.228303849380616,1.0774091611768328,True,0.41995000000000005,0.072042
Hop10Rep4-15_random30_tdg_impact_w0,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,0,132597653,141454073,0.457242,0.008088,0.21466,3.180705,3.860695,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-8856420,0,0.0,-0.0,0.0,False,0.5942760000000002,0.190608
Hop10Rep4-15_random30_tdg_impact_w100,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,100,132597653,140053000,0.457242,0.008088,0.167729,3.132226,3.765285,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-7455347,1401073,0.9904790793828891,-15.819857233509701,1.0566348410405122,True,0.49886600000000003,0.143677
Hop10Rep4-15_random30_tdg_impact_w15,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,15,132597653,141918135,0.457242,0.008088,0.180627,3.186368,3.832325,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-9320482,-464062,-0.3280654916171979,5.239837315755125,-0.3499775369327239,False,0.565906,0.15657500000000002
Hop10Rep4-15_random30_tdg_impact_w30,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,30,132597653,142125572,0.457242,0.008088,0.172293,3.185233,3.822856,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-9527919,-671499,-0.47471167549908583,7.582059116437567,-0.5064184657929051,False,0.5564369999999998,0.148241
Hop10Rep4-15_random30_tdg_impact_w5,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,5,132597653,142080921,0.457242,0.008088,0.188615,3.199193,3.853138,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-9483268,-626848,-0.4431459531038035,7.077893776492082,-0.47274441577031534,False,0.586719,0.16456300000000001
Hop10Rep4-15_random30_tdg_impact_w50,Hop10Rep4-15,10,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,50,132597653,141914868,0.457242,0.008088,0.175651,3.181022,3.822003,2029761.87215,2027854.55127,36554,36554,141454073,0.024052,3.242367,3.266419,-8856420,-9317215,-460795,-0.32575590806777266,5.202948821307029,-0.3475136924180702,False,0.5555840000000001,0.151599
Hop10Rep4-16_random30_tdg_impact_w0,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,0,113649022,107482111,0.347002,0.007189,0.116122,1.72956,2.199873,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,6166911,0,0.0,0.0,0.0,False,0.4505640000000002,0.09862800000000001
Hop10Rep4-16_random30_tdg_impact_w100,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,100,113649022,115262006,0.347002,0.007189,0.067087,1.818516,2.239794,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,-1612984,-7779895,-7.238316151047684,-126.15546097551919,-6.845545050092908,False,0.49048499999999984,0.049593
Hop10Rep4-16_random30_tdg_impact_w15,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,15,113649022,106964465,0.347002,0.007189,0.112422,1.715754,2.182367,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,6684557,517646,0.4816113073923529,8.393926878464761,0.4554777426945214,True,0.43305800000000017,0.094928
Hop10Rep4-16_random30_tdg_impact_w30,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,30,113649022,105830789,0.347002,0.007189,0.090048,1.644442,2.088681,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,7818233,1651322,1.5363691544912064,26.77713364113735,1.4530015049315603,True,0.3393719999999998,0.07255400000000001
Hop10Rep4-16_random30_tdg_impact_w5,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,5,113649022,106146029,0.347002,0.007189,0.117327,1.722993,2.194511,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,7502993,1336082,1.2430738357939397,21.665336178842214,1.1756212033219255,True,0.4452019999999999,0.099833
Hop10Rep4-16_random30_tdg_impact_w50,Hop10Rep4-16,10,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,50,113649022,107191108,0.347002,0.007189,0.090928,1.689839,2.134958,1238773.58713,1261305.56885,33279,33279,107482111,0.017494,1.731815,1.749309,6166911,6457914,291003,0.2707455196893183,4.718780601828047,0.25605411721008914,True,0.38564900000000013,0.073434
Hop10Rep4-17_random30_tdg_impact_w0,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,0,144229318,138321224,0.444445,0.008845,0.264997,2.620479,3.338766,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,5908094,0,0.0,0.0,0.0,False,0.6697690000000001,0.24575499999999997
Hop10Rep4-17_random30_tdg_impact_w100,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,100,144229318,133767016,0.444445,0.008845,0.208355,2.553512,3.215157,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,10462302,4554208,3.292486769781621,77.08421700805708,3.157615984844357,True,0.54616,0.189113
Hop10Rep4-17_random30_tdg_impact_w15,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,15,144229318,136554313,0.444445,0.008845,0.257145,2.648438,3.358873,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,7675005,1766911,1.2773968801779834,29.90661624544227,1.2250706198305672,True,0.6898759999999999,0.237903
Hop10Rep4-17_random30_tdg_impact_w30,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,30,144229318,134035625,0.444445,0.008845,0.23334,2.588578,3.275208,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,10193693,4285599,3.0982945899900365,72.53775921642412,2.9713785376146618,True,0.606211,0.21409799999999998
Hop10Rep4-17_random30_tdg_impact_w5,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,5,144229318,138348648,0.444445,0.008845,0.262447,2.627773,3.34351,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,5880670,-27424,-0.01982631385621631,-0.464176771730443,-0.019014164651322833,False,0.6745130000000001,0.24320499999999998
Hop10Rep4-17_random30_tdg_impact_w50,Hop10Rep4-17,10,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,50,144229318,133532402,0.444445,0.008845,0.221922,2.57817,3.253382,1234149.34528,1278733.75464,39963,39963,138321224,0.019242,2.649755,2.668997,5908094,10696916,4788822,3.4621020993857026,81.05527772577756,3.320283328248144,True,0.5843850000000002,0.20268
Hop10Rep4-18_random30_tdg_impact_w0,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,0,129989088,126397146,0.360175,0.004494,0.586784,3.037673,3.989126,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,3591942,0,0.0,0.0,0.0,False,0.9152820000000004,0.573813
Hop10Rep4-18_random30_tdg_impact_w100,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,100,129989088,130916861,0.360175,0.004494,0.449703,2.970731,3.785103,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,-927773,-4519715,-3.5758046309051945,-125.8292867757887,-3.4769956998236653,False,0.7112590000000001,0.436732
Hop10Rep4-18_random30_tdg_impact_w15,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,15,129989088,126324571,0.360175,0.004494,0.571151,3.028592,3.964412,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,3664517,72575,0.05741822683243181,2.020494763000071,0.05583160949632942,True,0.890568,0.55818
Hop10Rep4-18_random30_tdg_impact_w30,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,30,129989088,126747601,0.360175,0.004494,0.561038,3.028282,3.953989,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,3241487,-350455,-0.2772649629288307,-9.756699857625764,-0.26960339932533417,False,0.8801450000000002,0.5480670000000001
Hop10Rep4-18_random30_tdg_impact_w5,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,5,129989088,126271999,0.360175,0.004494,0.583376,3.032154,3.980199,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,3717089,125147,0.09901093811089691,3.484104141993384,0.09627500425266465,True,0.906355,0.570405
Hop10Rep4-18_random30_tdg_impact_w50,Hop10Rep4-18,10,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,50,129989088,127747963,0.360175,0.004494,0.526313,3.027501,3.918483,1607978.1816,1588978.63623,21032,21032,126397146,0.012971,3.060873,3.073844,3591942,2241125,-1350817,-1.0687084659332418,-37.60687115771914,-1.039177226937695,False,0.8446390000000004,0.5133420000000001
Hop10Rep4-19_random30_tdg_impact_w0,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,0,132300937,128496678,0.382029,0.007098,0.114001,2.213162,2.71629,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,3804259,0,0.0,0.0,0.0,False,0.48399899999999985,0.09391200000000001
Hop10Rep4-19_random30_tdg_impact_w100,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,100,132300937,121387111,0.382029,0.007098,0.096336,2.026365,2.511828,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,10913826,7109567,5.532880001769384,186.8844103411466,5.373784314165515,True,0.2795369999999999,0.07624700000000001
Hop10Rep4-19_random30_tdg_impact_w15,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,15,132300937,127567530,0.382029,0.007098,0.10783,2.209219,2.706176,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,4733407,929148,0.723091066992409,24.42388912006254,0.702298880921758,True,0.4738850000000001,0.087741
Hop10Rep4-19_random30_tdg_impact_w30,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,30,132300937,124687039,0.382029,0.007098,0.104879,2.156277,2.650283,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,7613898,3809639,2.9647762567060294,100.1414204448225,2.8795253354857193,True,0.4179919999999999,0.08479
Hop10Rep4-19_random30_tdg_impact_w5,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,5,132300937,128239226,0.382029,0.007098,0.112576,2.206549,2.708252,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,4061711,257452,0.20035693062819881,6.767467724989282,0.19459574953728406,True,0.47596099999999986,0.092487
Hop10Rep4-19_random30_tdg_impact_w50,Hop10Rep4-19,10,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,50,132300937,123012303,0.382029,0.007098,0.100193,2.081892,2.571212,1446028.0228,1456694.52246,32612,32612,128496678,0.020089,2.212202,2.232291,3804259,9288634,5484375,4.268106448635193,144.16408031104086,4.145378804082091,True,0.33892100000000003,0.08010400000000001
Hop20Rep1-0_random30_tdg_impact_w0,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,0,61370530,55011606,0.251236,0.004851,0.067749,0.996583,1.320419,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,6358924,0,0.0,0.0,0.0,False,0.286918,0.049413
Hop20Rep1-0_random30_tdg_impact_w100,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,100,61370530,51517268,0.251236,0.004851,0.043631,0.884852,1.18457,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,9853262,3494338,6.352001430389071,54.95171824667192,5.693837090864296,True,0.1510689999999999,0.025295
Hop20Rep1-0_random30_tdg_impact_w15,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,15,61370530,53716439,0.251236,0.004851,0.048463,0.963439,1.267989,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,7654091,1295167,2.354352279771654,20.367706863614032,2.1104054340087988,True,0.23448800000000003,0.030126999999999998
Hop20Rep1-0_random30_tdg_impact_w30,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,30,61370530,53216251,0.251236,0.004851,0.046836,0.945975,1.248898,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,8154279,1795355,3.2635931406910754,28.233628834060603,2.9254350581622806,True,0.21539700000000006,0.0285
Hop20Rep1-0_random30_tdg_impact_w5,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,5,61370530,54755274,0.251236,0.004851,0.057597,0.984597,1.298281,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,6615256,256332,0.46595985581660715,4.0310593427441495,0.41767929982028834,True,0.26478,0.039261000000000004
Hop20Rep1-0_random30_tdg_impact_w50,Hop20Rep1-0,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,50,61370530,52806698,0.251236,0.004851,0.048766,0.928447,1.2333,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,8563832,2204908,4.008077859061231,34.67423104915234,3.5927797918642708,True,0.19979900000000006,0.030429999999999995
Hop20Rep1-1_random30_tdg_impact_w0,Hop20Rep1-1,20,1,1,1024,random,30,0,307,45,tdg_impact_reroute,0,58798641,47380839,0.20822,0.005749,0.064734,0.685833,0.964536,3351070.93485,3323795.07227,24820,24820,47380839,0.018707,0.688131,0.706838,11417802,11417802,0,0.0,0.0,0.0,False,0.257698,0.046027
Hop20Rep1-1_random30_tdg_impact_w100,Hop20Rep1-1,20,1,1,1024,random,30,0,307,45,tdg_impact_reroute,100,58798641,41198893,0.20822,0.005749,0.045826,0.553168,0.812963,3351070.93485,3323795.07227,24820,24820,47380839,0.018707,0.688131,0.706838,11417802,17599748,6181946,13.04735443794062,54.143047847562954,10.513756601959559,True,0.10612500000000002,0.027118999999999997
Hop20Rep1-1_random30_tdg_impact_w15,Hop20Rep1-1,20,1,1,1024,random,30,0,307,45,tdg_impact_reroute,15,58798641,41116827,0.20822,0.005749,0.046474,0.567307,0.82775,3351070.93485,3323795.07227,24820,24820,47380839,0.018707,0.688131,0.706838,11417802,17681814,6264012,13.220559475529761,54.86180264818044,10.653327854975423,True,0.12091200000000002,0.027767
