run_id,dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,total_after,tdg_prepare_sec,reroute_sec,evaluate_after_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count
Hop20Rep2-8_random10_tdg_impact_w5,Hop20Rep2-8,20,2,8,2048,random,10,0,204,45,tdg_impact_reroute,5,119095184,114742297,0.405631,0.06883,2.463098,6.14364510131e+14,-2.62052523473e+15,36601,36601
Hop20Rep2-8_random10_tdg_impact_w15,Hop20Rep2-8,20,2,8,2048,random,10,0,204,45,tdg_impact_reroute,15,119095184,113992540,0.405631,0.072271,2.422853,6.14364510131e+14,-2.62052523473e+15,36601,36601
Hop20Rep2-8_random10_tdg_impact_w30,Hop20Rep2-8,20,2,8,2048,random,10,0,204,45,tdg_impact_reroute,30,119095184,114547620,0.405631,0.063808,2.327957,6.14364510131e+14,-2.62052523473e+15,36601,36601
Hop20Rep2-8_random10_tdg_impact_w50,Hop20Rep2-8,20,2,8,2048,random,10,0,204,45,tdg_impact_reroute,50,119095184,115231311,0.405631,0.061628,2.293275,6.14364510131e+14,-2.62052523473e+15,36601,36601
Hop20Rep2-8_random10_tdg_impact_w100,Hop20Rep2-8,20,2,8,2048,random,10,0,204,45,tdg_impact_reroute,100,119095184,115817315,0.405631,0.065935,2.257539,6.14364510131e+14,-2.62052523473e+15,36601,36601
Hop20Rep2-9_random10_normal_td_dijkstra,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,normal_td_dijkstra,-1,124483855,122393771,0,0.012284,4.110844,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w0,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,0,124483855,122393771,0.490439,0.29762,4.017683,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w5,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,5,124483855,139564810,0.490439,0.191593,4.010949,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w15,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,15,124483855,144136295,0.490439,0.139473,3.974821,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w30,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,30,124483855,152249026,0.490439,0.088055,3.978694,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w50,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,50,124483855,152249026,0.490439,0.067232,3.977927,421745773110,433062500564,34164,34164
Hop20Rep2-9_random10_tdg_impact_w100,Hop20Rep2-9,20,2,9,2048,random,10,0,204,45,tdg_impact_reroute,100,124483855,152249026,0.490439,0.064991,3.975235,421745773110,433062500564,34164,34164
Hop20Rep2-10_random10_normal_td_dijkstra,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,normal_td_dijkstra,-1,79793659,74282562,0,0.013799,1.004433,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w0,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,0,79793659,74282562,0.307697,0.073242,1.002434,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w5,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,5,79793659,73643217,0.307697,0.060423,0.974287,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w15,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,15,79793659,74377298,0.307697,0.058808,0.967617,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w30,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,30,79793659,74460928,0.307697,0.056797,0.96707,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w50,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,50,79793659,74214715,0.307697,0.056409,0.968837,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-10_random10_tdg_impact_w100,Hop20Rep2-10,20,2,10,2048,random,10,0,204,45,tdg_impact_reroute,100,79793659,74141665,0.307697,0.057483,0.971742,24179607.9265,22782996.5508,40519,40519
Hop20Rep2-11_random10_normal_td_dijkstra,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,normal_td_dijkstra,-1,104343545,95342500,0,0.012623,1.657583,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w0,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,0,104343545,95342500,0.370892,0.066877,1.652152,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w5,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,5,104343545,94396984,0.370892,0.059741,1.62546,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w15,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,15,104343545,94581726,0.370892,0.054373,1.622104,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w30,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,30,104343545,94695919,0.370892,0.055664,1.618299,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w50,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,50,104343545,94732437,0.370892,0.055671,1.618542,514283511912,488653203048,41461,41461
Hop20Rep2-11_random10_tdg_impact_w100,Hop20Rep2-11,20,2,11,2048,random,10,0,204,45,tdg_impact_reroute,100,104343545,94562808,0.370892,0.064562,1.621229,514283511912,488653203048,41461,41461
Hop20Rep2-12_random10_normal_td_dijkstra,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,normal_td_dijkstra,-1,134623649,131995542,0,0.020417,4.44761,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w0,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,0,134623649,131995542,0.531364,0.12349,4.179271,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w5,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,5,134623649,130144602,0.531364,0.073313,3.934295,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w15,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,15,134623649,129269484,0.531364,0.069244,3.901292,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w30,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,30,134623649,129272971,0.531364,0.063476,3.93369,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w50,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,50,134623649,129272971,0.531364,0.072216,3.871305,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-12_random10_tdg_impact_w100,Hop20Rep2-12,20,2,12,2048,random,10,0,204,45,tdg_impact_reroute,100,134623649,129276735,0.531364,0.056204,3.82667,1.4539036649e+14,1.68922952847e+14,37548,37548
Hop20Rep2-13_random10_normal_td_dijkstra,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,normal_td_dijkstra,-1,87434751,82714354,0,0.006867,1.319048,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w0,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,0,87434751,82714354,0.341056,0.065577,1.318123,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w5,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,5,87434751,81395087,0.341056,0.054339,1.293752,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w15,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,15,87434751,82066948,0.341056,0.052538,1.293948,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w30,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,30,87434751,82073736,0.341056,0.052202,1.284325,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w50,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,50,87434751,81841489,0.341056,0.052029,1.280176,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-13_random10_tdg_impact_w100,Hop20Rep2-13,20,2,13,2048,random,10,0,204,45,tdg_impact_reroute,100,87434751,82474802,0.341056,0.055066,1.294671,18084258.8137,18399207.5542,41524,41524
Hop20Rep2-14_random10_normal_td_dijkstra,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,normal_td_dijkstra,-1,143629133,137941504,0,0.00908,3.494643,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w0,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,0,143629133,137941504,0.534533,0.078081,3.495432,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w5,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,5,143629133,135703226,0.534533,0.070631,3.400424,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w15,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,15,143629133,135204282,0.534533,0.064783,3.28131,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w30,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,30,143629133,134743585,0.534533,0.074265,3.372484,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w50,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,50,143629133,134710099,0.534533,0.076277,3.214011,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-14_random10_tdg_impact_w100,Hop20Rep2-14,20,2,14,2048,random,10,0,204,45,tdg_impact_reroute,100,143629133,134611554,0.534533,0.059924,3.193852,4.29556659012e+12,4.70538537585e+12,45351,45351
Hop20Rep2-15_random10_normal_td_dijkstra,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,normal_td_dijkstra,-1,129853186,122637722,0,0.012704,2.539071,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w0,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,0,129853186,122637722,0.451717,0.067033,2.541002,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w5,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,5,129853186,120421512,0.451717,0.059548,2.495679,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w15,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,15,129853186,120234190,0.451717,0.058757,2.48551,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w30,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,30,129853186,120008372,0.451717,0.060278,2.516357,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w50,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,50,129853186,119882510,0.451717,0.052598,2.475251,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-15_random10_tdg_impact_w100,Hop20Rep2-15,20,2,15,2048,random,10,0,204,45,tdg_impact_reroute,100,129853186,119944829,0.451717,0.056369,2.475832,1.8401768745e+14,1.94195504408e+14,41168,41168
Hop20Rep2-16_random10_normal_td_dijkstra,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,normal_td_dijkstra,-1,117854666,110536957,0,0.012897,2.687214,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w0,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,0,117854666,110536957,0.436571,0.080691,2.643853,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w5,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,5,117854666,108943037,0.436571,0.054621,2.546816,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w15,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,15,117854666,108906233,0.436571,0.059996,2.54262,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w30,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,30,117854666,109087816,0.436571,0.055197,2.542864,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w50,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,50,117854666,109132378,0.436571,0.054302,2.547666,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-16_random10_tdg_impact_w100,Hop20Rep2-16,20,2,16,2048,random,10,0,204,45,tdg_impact_reroute,100,117854666,108807439,0.436571,0.055538,2.541943,15441153855.8,14336929564.6,38178,38178
Hop20Rep2-17_random10_normal_td_dijkstra,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,normal_td_dijkstra,-1,73271402,69309431,0,0.012667,1.011948,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w0,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,0,73271402,69309431,0.277004,0.074061,1.025047,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w5,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,5,73271402,67719487,0.277004,0.049465,0.943778,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w15,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,15,73271402,67337436,0.277004,0.050011,0.928464,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w30,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,30,73271402,67248651,0.277004,0.04694,0.927843,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w50,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,50,73271402,67262675,0.277004,0.047392,0.925242,16277799408,14761373641.2,36223,36223
Hop20Rep2-17_random10_tdg_impact_w100,Hop20Rep2-17,20,2,17,2048,random,10,0,204,45,tdg_impact_reroute,100,73271402,67244704,0.277004,0.052069,0.926321,16277799408,14761373641.2,36223,36223
Hop20Rep2-18_random10_normal_td_dijkstra,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,normal_td_dijkstra,-1,105219223,99890628,0,0.011918,1.879815,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w0,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,0,105219223,99890628,0.375186,0.059199,1.890637,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w5,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,5,105219223,97711450,0.375186,0.048979,1.813706,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w15,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,15,105219223,97275144,0.375186,0.047201,1.810364,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w30,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,30,105219223,97197215,0.375186,0.046937,1.805236,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w50,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,50,105219223,97393175,0.375186,0.051712,1.801989,43681442436,39667980273.9,39768,39768
Hop20Rep2-18_random10_tdg_impact_w100,Hop20Rep2-18,20,2,18,2048,random,10,0,204,45,tdg_impact_reroute,100,105219223,97438511,0.375186,0.053524,1.803564,43681442436,39667980273.9,39768,39768
Hop20Rep2-19_random10_normal_td_dijkstra,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,normal_td_dijkstra,-1,132042378,128479768,0,0.017456,3.333708,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w0,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,0,132042378,128479768,0.498635,0.228642,3.276312,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w5,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,5,132042378,129215934,0.498635,0.08254,3.026309,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w15,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,15,132042378,129818265,0.498635,0.080257,3.021054,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w30,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,30,132042378,130276920,0.498635,0.08194,3.046709,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w50,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,50,132042378,130886584,0.498635,0.081543,3.029614,2912151259.31,3283690308.61,43661,43661
Hop20Rep2-19_random10_tdg_impact_w100,Hop20Rep2-19,20,2,19,2048,random,10,0,204,45,tdg_impact_reroute,100,132042378,131558593,0.498635,0.087195,3.031074,2912151259.31,3283690308.61,43661,43661
Hop20Rep4-0_random10_normal_td_dijkstra,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,normal_td_dijkstra,-1,302905825,296349745,0,0.013954,9.763826,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w0,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,0,302905825,296349745,1.10719,0.108242,9.31327,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w5,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,5,302905825,295396779,1.10719,0.081638,9.871169,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w15,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,15,302905825,294829298,1.10719,0.097658,9.509021,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w30,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,30,302905825,293845086,1.10719,0.084711,10.001151,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w50,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,50,302905825,293934269,1.10719,0.095886,9.788535,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-0_random10_tdg_impact_w100,Hop20Rep4-0,20,4,0,4096,random,10,0,409,45,tdg_impact_reroute,100,302905825,293980803,1.10719,0.089066,9.515723,1.55008257678e+16,9.2090929821e+14,43437,43437
Hop20Rep4-1_random10_normal_td_dijkstra,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,normal_td_dijkstra,-1,323669773,307629361,0,0.017095,7.391478,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w0,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,0,323669773,307629361,0.988606,0.105186,7.386419,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w5,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,5,323669773,303486599,0.988606,0.088099,7.251026,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w15,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,15,323669773,303669371,0.988606,0.087526,7.208026,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w30,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,30,323669773,303663578,0.988606,0.088708,7.221857,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w50,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,50,323669773,303635099,0.988606,0.093206,7.184963,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-1_random10_tdg_impact_w100,Hop20Rep4-1,20,4,1,4096,random,10,0,409,45,tdg_impact_reroute,100,323669773,303600389,0.988606,0.094082,7.167171,-5.07369781984e+15,1.25230167145e+15,60239,60239
Hop20Rep4-2_random10_normal_td_dijkstra,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,normal_td_dijkstra,-1,268046697,254300990,0,0.011768,5.366829,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w0,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,0,268046697,254300990,0.857463,0.112575,5.318556,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w5,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,5,268046697,254299109,0.857463,0.093207,5.49401,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w15,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,15,268046697,253875937,0.857463,0.091173,5.465069,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w30,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,30,268046697,253803604,0.857463,0.097836,5.518118,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w50,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,50,268046697,253940976,0.857463,0.09235,5.461537,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-2_random10_tdg_impact_w100,Hop20Rep4-2,20,4,2,4096,random,10,0,409,45,tdg_impact_reroute,100,268046697,254288486,0.857463,0.09251,5.472523,-1.02941306318e+16,1.42733348099e+15,70027,70027
Hop20Rep4-3_random10_normal_td_dijkstra,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,normal_td_dijkstra,-1,270706319,258956736,0,0.010826,7.130154,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w0,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,0,270706319,258956736,0.932038,0.11955,7.141297,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w5,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,5,270706319,253430024,0.932038,0.085739,6.819123,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w15,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,15,270706319,252854744,0.932038,0.093669,6.817808,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w30,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,30,270706319,252878033,0.932038,0.080798,6.806453,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w50,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,50,270706319,253086777,0.932038,0.084216,6.772845,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-3_random10_tdg_impact_w100,Hop20Rep4-3,20,4,3,4096,random,10,0,409,45,tdg_impact_reroute,100,270706319,253252598,0.932038,0.083837,6.768833,-8.26860549842e+15,-1.61142912575e+15,57306,57306
Hop20Rep4-4_random10_normal_td_dijkstra,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,normal_td_dijkstra,-1,247686783,238529660,0,0.01182,6.420721,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w0,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,0,247686783,238529660,0.84462,0.114226,6.361777,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w5,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,5,247686783,236165525,0.84462,0.090118,6.249942,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w15,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,15,247686783,236007588,0.84462,0.084246,6.275098,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w30,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,30,247686783,236088961,0.84462,0.082513,6.234099,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w50,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,50,247686783,235714215,0.84462,0.082006,6.241259,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-4_random10_tdg_impact_w100,Hop20Rep4-4,20,4,4,4096,random,10,0,409,45,tdg_impact_reroute,100,247686783,235513038,0.84462,0.094924,6.191574,-1.51886832367e+16,1.1451094624e+15,53767,53767
Hop20Rep4-5_random10_normal_td_dijkstra,Hop20Rep4-5,20,4,5,4096,random,10,0,409,45,normal_td_dijkstra,-1,290694731,264940738,0,0.012262,4.293911,3.91579414603e+15,1.21593725051e+15,112343,112343
Hop20Rep4-5_random10_tdg_impact_w0,Hop20Rep4-5,20,4,5,4096,random,10,0,409,45,tdg_impact_reroute,0,290694731,264940738,1.032174,0.172523,4.290307,3.91579414603e+15,1.21593725051e+15,112343,112343
Hop20Rep4-5_random10_tdg_impact_w5,Hop20Rep4-5,20,4,5,4096,random,10,0,409,45,tdg_impact_reroute,5,290694731,263028592,1.032174,0.136285,4.248161,3.91579414603e+15,1.21593725051e+15,112343,112343
Hop20Rep4-5_random10_tdg_impact_w15,Hop20Rep4-5,20,4,5,4096,random,10,0,409,45,tdg_impact_reroute,15,290694731,262868982,1.032174,0.133362,4.274218,3.91579414603e+15,1.21593725051e+15,112343,112343
Hop20Rep4-5_random10_tdg_impact_w30,Hop20Rep4-5,20,4,5,4096,random,10,0,409,45,tdg_impact_reroute,30,290694731,263116307,1.032174,0.132854,4.251624,3.91579414603e+15,1.21593725051e+15,112343,112343
