run_id,dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,total_after,tdg_prepare_sec,reroute_sec,evaluate_after_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count
Hop10Rep2-16_random10_tdg_impact_w100,Hop10Rep2-16,10,2,16,2048,random,10,0,204,45,tdg_impact_reroute,100,45665750,42652540,0.154903,0.034967,0.604613,7363539.60294,7009197.78711,19383,19383
Hop10Rep2-17_random10_normal_td_dijkstra,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,normal_td_dijkstra,-1,59422284,57588153,0,0.013661,1.037298,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w0,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,0,59422284,57588153,0.216501,0.0594,1.032881,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w5,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,5,59422284,57443003,0.216501,0.03894,0.996538,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w15,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,15,59422284,57816376,0.216501,0.050315,1.011066,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w30,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,30,59422284,58111628,0.216501,0.050307,1.000502,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w50,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,50,59422284,58830600,0.216501,0.044802,0.996843,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-17_random10_tdg_impact_w100,Hop10Rep2-17,10,2,17,2048,random,10,0,204,45,tdg_impact_reroute,100,59422284,59058390,0.216501,0.040207,0.988425,21111116225.3,23662923169.7,24587,24587
Hop10Rep2-18_random10_normal_td_dijkstra,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,normal_td_dijkstra,-1,60658557,59461282,0,0.011577,1.355053,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w0,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,0,60658557,59461282,0.185526,0.108565,1.326663,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w5,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,5,60658557,60455287,0.185526,0.077146,1.272197,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w15,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,15,60658557,60494954,0.185526,0.073054,1.268675,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w30,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,30,60658557,60533030,0.185526,0.072854,1.265952,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w50,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,50,60658557,60528861,0.185526,0.072418,1.268282,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-18_random10_tdg_impact_w100,Hop10Rep2-18,10,2,18,2048,random,10,0,204,45,tdg_impact_reroute,100,60658557,60563355,0.185526,0.070994,1.268622,1103211591.49,1143064357.36,15555,15555
Hop10Rep2-19_random10_normal_td_dijkstra,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,normal_td_dijkstra,-1,54909824,52155607,0,0.01195,0.763341,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w0,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,0,54909824,52155607,0.17034,0.041658,0.759792,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w5,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,5,54909824,52153451,0.17034,0.038991,0.757942,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w15,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,15,54909824,51807971,0.17034,0.039929,0.745966,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w30,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,30,54909824,51001762,0.17034,0.038059,0.724068,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w50,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,50,54909824,51013341,0.17034,0.039073,0.726586,60984144.3186,75057979.2427,19770,19770
Hop10Rep2-19_random10_tdg_impact_w100,Hop10Rep2-19,10,2,19,2048,random,10,0,204,45,tdg_impact_reroute,100,54909824,51232276,0.17034,0.037262,0.722744,60984144.3186,75057979.2427,19770,19770
Hop10Rep4-0_random10_normal_td_dijkstra,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,normal_td_dijkstra,-1,162588845,156482310,0,0.013947,2.870485,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w0,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,0,162588845,156482310,0.485653,0.156766,2.757446,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w5,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,5,162588845,160230840,0.485653,0.077993,2.619904,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w15,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,15,162588845,162557652,0.485653,0.070825,2.679105,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w30,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,30,162588845,162805309,0.485653,0.081927,2.692835,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w50,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,50,162588845,162896811,0.485653,0.071247,2.686999,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-0_random10_tdg_impact_w100,Hop10Rep4-0,10,4,0,4096,random,10,0,409,45,tdg_impact_reroute,100,162588845,162917543,0.485653,0.073034,2.696604,2.2545779964e+12,2.03550622288e+12,46719,46719
Hop10Rep4-1_random10_normal_td_dijkstra,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,normal_td_dijkstra,-1,122760369,116764383,0,0.011478,2.097366,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w0,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,0,122760369,116764383,0.352833,0.060485,2.113515,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w5,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,5,122760369,116430766,0.352833,0.063695,2.093092,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w15,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,15,122760369,116057236,0.352833,0.05119,2.086243,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w30,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,30,122760369,116016888,0.352833,0.045899,2.113423,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w50,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,50,122760369,115794441,0.352833,0.049237,2.069977,474498089203,361603919859,30414,30414
Hop10Rep4-1_random10_tdg_impact_w100,Hop10Rep4-1,10,4,1,4096,random,10,0,409,45,tdg_impact_reroute,100,122760369,115895594,0.352833,0.049412,2.108661,474498089203,361603919859,30414,30414
Hop10Rep4-2_random10_normal_td_dijkstra,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,normal_td_dijkstra,-1,164917060,160748354,0,0.020223,3.689217,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w0,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,0,164917060,160748354,0.472078,0.171243,3.563448,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w5,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,5,164917060,166864059,0.472078,0.145094,3.526282,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w15,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,15,164917060,167026858,0.472078,0.151053,3.528416,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w30,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,30,164917060,167198809,0.472078,0.143304,3.752643,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w50,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,50,164917060,167386589,0.472078,0.143941,3.538115,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-2_random10_tdg_impact_w100,Hop10Rep4-2,10,4,2,4096,random,10,0,409,45,tdg_impact_reroute,100,164917060,167913930,0.472078,0.124264,3.572043,1.26301055984e+13,1.25724954293e+13,30445,30445
Hop10Rep4-3_random10_normal_td_dijkstra,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,normal_td_dijkstra,-1,93285194,89566202,0,0.011329,1.91125,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w0,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,0,93285194,89566202,0.283905,0.061758,1.921739,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w5,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,5,93285194,89607725,0.283905,0.048264,1.974199,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w15,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,15,93285194,89636078,0.283905,0.05257,1.954458,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w30,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,30,93285194,89969897,0.283905,0.048043,1.961687,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w50,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,50,93285194,90111905,0.283905,0.043146,1.931754,129889725829,112125000377,21214,21214
Hop10Rep4-3_random10_tdg_impact_w100,Hop10Rep4-3,10,4,3,4096,random,10,0,409,45,tdg_impact_reroute,100,93285194,90504520,0.283905,0.04187,1.929012,129889725829,112125000377,21214,21214
Hop10Rep4-4_random10_normal_td_dijkstra,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,normal_td_dijkstra,-1,125720190,121859049,0,0.019794,2.142033,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w0,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,0,125720190,121859049,0.3198,0.059408,2.075335,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w5,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,5,125720190,122788172,0.3198,0.048585,2.117968,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w15,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,15,125720190,122062335,0.3198,0.046951,2.085865,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w30,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,30,125720190,121560874,0.3198,0.057023,2.045998,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w50,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,50,125720190,121788612,0.3198,0.04468,2.048063,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-4_random10_tdg_impact_w100,Hop10Rep4-4,10,4,4,4096,random,10,0,409,45,tdg_impact_reroute,100,125720190,122020702,0.3198,0.04925,2.056289,69117857606.3,71585773251.7,25166,25166
Hop10Rep4-5_random10_normal_td_dijkstra,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,normal_td_dijkstra,-1,118448873,111700466,0,0.012675,2.251873,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w0,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,0,118448873,111700466,0.330052,0.050192,2.172774,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w5,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,5,118448873,111336635,0.330052,0.04954,2.186129,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w15,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,15,118448873,111339968,0.330052,0.04954,2.181152,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w30,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,30,118448873,111369761,0.330052,0.051763,2.18744,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w50,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,50,118448873,111357093,0.330052,0.048006,2.217322,587806284072,506945148196,25870,25870
Hop10Rep4-5_random10_tdg_impact_w100,Hop10Rep4-5,10,4,5,4096,random,10,0,409,45,tdg_impact_reroute,100,118448873,111466759,0.330052,0.058513,2.191414,587806284072,506945148196,25870,25870
Hop10Rep4-6_random10_normal_td_dijkstra,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,normal_td_dijkstra,-1,115757936,112163631,0,0.011777,2.023497,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w0,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,0,115757936,112163631,0.357971,0.065735,2.010847,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w5,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,5,115757936,112347864,0.357971,0.057857,2.001792,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w15,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,15,115757936,113491535,0.357971,0.056779,2.031373,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w30,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,30,115757936,113530980,0.357971,0.066553,2.03169,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w50,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,50,115757936,113799838,0.357971,0.058808,2.020662,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-6_random10_tdg_impact_w100,Hop10Rep4-6,10,4,6,4096,random,10,0,409,45,tdg_impact_reroute,100,115757936,114421311,0.357971,0.064281,2.027201,7728664209.45,7990994802.02,29326,29326
Hop10Rep4-7_random10_normal_td_dijkstra,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,normal_td_dijkstra,-1,166413531,159378043,0,0.014091,3.63322,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w0,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,0,166413531,159378043,0.472352,0.083525,3.47519,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w5,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,5,166413531,158128359,0.472352,0.066332,3.497403,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w15,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,15,166413531,157996992,0.472352,0.062432,3.471066,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w30,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,30,166413531,158529712,0.472352,0.060041,3.44653,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w50,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,50,166413531,158468838,0.472352,0.058162,3.44986,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-7_random10_tdg_impact_w100,Hop10Rep4-7,10,4,7,4096,random,10,0,409,45,tdg_impact_reroute,100,166413531,158899421,0.472352,0.057597,3.591881,2.35393251495e+15,2.10554669621e+15,30367,30367
Hop10Rep4-8_random10_normal_td_dijkstra,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,normal_td_dijkstra,-1,161756694,155203838,0,0.011406,2.442073,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w0,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,0,161756694,155203838,0.404523,0.072587,2.438688,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w5,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,5,161756694,153392519,0.404523,0.05472,2.373545,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w15,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,15,161756694,152439437,0.404523,0.051596,2.355046,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w30,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,30,161756694,152569357,0.404523,0.051202,2.467332,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w50,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,50,161756694,152553454,0.404523,0.072377,2.480373,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-8_random10_tdg_impact_w100,Hop10Rep4-8,10,4,8,4096,random,10,0,409,45,tdg_impact_reroute,100,161756694,152725559,0.404523,0.067028,2.323213,2.21422558887e+14,2.00252131966e+14,34126,34126
Hop10Rep4-9_random10_normal_td_dijkstra,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,normal_td_dijkstra,-1,153390208,144610237,0,0.01006,3.53982,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w0,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,0,153390208,144610237,0.475571,0.070257,3.390936,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w5,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,5,153390208,144185020,0.475571,0.054771,3.52942,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w15,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,15,153390208,144567808,0.475571,0.053593,3.521199,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w30,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,30,153390208,144983074,0.475571,0.053145,3.534298,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w50,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,50,153390208,145049459,0.475571,0.054687,3.519112,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-9_random10_tdg_impact_w100,Hop10Rep4-9,10,4,9,4096,random,10,0,409,45,tdg_impact_reroute,100,153390208,145167061,0.475571,0.053786,3.545615,6.48788029235e+14,5.84474386299e+14,30930,30930
Hop10Rep4-10_random10_normal_td_dijkstra,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,normal_td_dijkstra,-1,133507556,128699751,0,0.011126,2.318065,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w0,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,0,133507556,128699751,0.408839,0.086563,2.310475,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w5,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,5,133507556,128045841,0.408839,0.065964,2.295835,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w15,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,15,133507556,125296956,0.408839,0.055569,2.243847,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w30,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,30,133507556,125036945,0.408839,0.054953,2.236809,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w50,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,50,133507556,125181541,0.408839,0.061712,2.236664,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-10_random10_tdg_impact_w100,Hop10Rep4-10,10,4,10,4096,random,10,0,409,45,tdg_impact_reroute,100,133507556,125341496,0.408839,0.067483,2.26341,24307360753.5,23890578841.4,39152,39152
Hop10Rep4-11_random10_normal_td_dijkstra,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,normal_td_dijkstra,-1,140280422,134925354,0,0.019937,3.237577,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w0,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,0,140280422,134925354,0.426442,0.062138,3.127545,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w5,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,5,140280422,134483701,0.426442,0.056715,3.139128,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w15,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,15,140280422,133925340,0.426442,0.05203,3.116002,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w30,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,30,140280422,133949300,0.426442,0.050731,3.109411,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w50,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,50,140280422,133986411,0.426442,0.049933,3.102077,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-11_random10_tdg_impact_w100,Hop10Rep4-11,10,4,11,4096,random,10,0,409,45,tdg_impact_reroute,100,140280422,134115723,0.426442,0.045559,3.102907,1.87529615988e+14,1.27771782539e+14,29370,29370
Hop10Rep4-12_random10_normal_td_dijkstra,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,normal_td_dijkstra,-1,135147084,133266295,0,0.018672,2.697854,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w0,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,0,135147084,133266295,0.386053,0.065091,2.66229,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w5,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,5,135147084,132797452,0.386053,0.06322,2.625339,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w15,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,15,135147084,132476071,0.386053,0.048961,2.60707,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w30,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,30,135147084,132300299,0.386053,0.048634,2.586894,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w50,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,50,135147084,132099046,0.386053,0.057846,2.671134,585379915125,531474309527,30960,30960
Hop10Rep4-12_random10_tdg_impact_w100,Hop10Rep4-12,10,4,12,4096,random,10,0,409,45,tdg_impact_reroute,100,135147084,132155195,0.386053,0.04846,2.600489,585379915125,531474309527,30960,30960
Hop10Rep4-13_random10_normal_td_dijkstra,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,normal_td_dijkstra,-1,104258475,101321293,0,0.010017,1.787328,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w0,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,0,104258475,101321293,0.289589,0.075302,1.782942,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w5,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,5,104258475,101248189,0.289589,0.055724,1.792414,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w15,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,15,104258475,101422785,0.289589,0.05925,1.78595,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w30,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,30,104258475,101624217,0.289589,0.048817,1.768269,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w50,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,50,104258475,101718787,0.289589,0.049326,1.763994,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-13_random10_tdg_impact_w100,Hop10Rep4-13,10,4,13,4096,random,10,0,409,45,tdg_impact_reroute,100,104258475,102215999,0.289589,0.047804,1.769387,7110357537.75,7271234423.04,27598,27598
Hop10Rep4-14_random10_normal_td_dijkstra,Hop10Rep4-14,10,4,14,4096,random,10,0,409,45,normal_td_dijkstra,-1,133324465,125432280,0,0.016976,2.540491,22615078779.8,21528755858.9,33864,33864
Hop10Rep4-14_random10_tdg_impact_w0,Hop10Rep4-14,10,4,14,4096,random,10,0,409,45,tdg_impact_reroute,0,133324465,125432280,0.391069,0.070218,2.489344,22615078779.8,21528755858.9,33864,33864
Hop10Rep4-14_random10_tdg_impact_w5,Hop10Rep4-14,10,4,14,4096,random,10,0,409,45,tdg_impact_reroute,5,133324465,125519148,0.391069,0.06973,2.503735,22615078779.8,21528755858.9,33864,33864
Hop10Rep4-14_random10_tdg_impact_w15,Hop10Rep4-14,10,4,14,4096,random,10,0,409,45,tdg_impact_reroute,15,133324465,125397553,0.391069,0.055083,2.488443,22615078779.8,21528755858.9,33864,33864
