run_id,dataset,hop,rep,seed,algorithm,removal_mode,query_count,lambda,gamma,theta_percentile,anchor_window,anchor_threshold,random_seed,selected_count,important_node_count,total_before,tdg_unselected_after_remove,random_unselected_after_remove,tdg_prepare_sec,tdg_select_sec,random_select_sec,mean_tdg_selected_impact_score,mean_random_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,tdg_max_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio
Hop10Rep2-19_gamma75_anchor_important,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1422,10765,54909824,8642595,9128356,0.1879,0.591392,0.000177,79042600.0373,73387332.3523,75057979.2427,19770,19770,259,54,4.18083513927
Hop10Rep4-0_gamma25_all_nodes,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,905,46719,162588845,117251381,118259881,0.482098,0.926465,0.000343,2.28807722887e+12,2.2991009961e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma25_congestion_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,153,4673,162588845,156758370,155057373,0.499101,0.512962,0.000342,1.45150592925e+13,1.95254897709e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma25_anchor_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,915,23872,162588845,116359777,117875050,0.520282,0.924276,0.000344,2.26317135356e+12,2.28466237813e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma50_all_nodes,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1845,46719,162588845,73554826,75633972,0.482081,1.41242,0.000342,2.23461206971e+12,2.22240629874e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma50_congestion_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,744,4673,162588845,131386727,126372442,0.499065,0.87447,0.000343,6.01865058877e+12,2.27435374733e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma50_anchor_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1867,23872,162588845,72528228,74758271,0.519443,1.417476,0.000343,2.20753279981e+12,2.23163050622e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma75_all_nodes,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2859,46719,162588845,32425472,35002674,0.482083,1.93434,0.000347,2.17336427589e+12,2.07123082129e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma75_congestion_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3167,4673,162588845,25343974,23646038,0.499009,2.005561,0.000342,2.07331177874e+12,2.09792218017e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-0_gamma75_anchor_important,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2867,23872,162588845,32025518,34718760,0.519272,1.932613,0.000343,2.16650586264e+12,2.08751687751e+12,2.03550622288e+12,46719,46719,672,167,5.57104815108
Hop10Rep4-1_gamma25_all_nodes,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,260,30414,122760369,111206952,113135000,0.342175,0.504156,0.000343,1.34656818834e+12,501909000781,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma25_congestion_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,213,3049,122760369,113693975,114827362,0.353116,0.459059,0.000345,2.27613169783e+12,489512670528,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma25_anchor_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,262,18607,122760369,111196309,113006447,0.369274,0.505679,0.000342,1.34241712874e+12,498280972185,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma50_all_nodes,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1797,30414,122760369,54932585,58123932,0.342176,1.133107,0.000344,387718469510,384092248636,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma50_congestion_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,822,3049,122760369,89503130,92626072,0.353102,0.841815,0.000347,1.08960299948e+12,399216496956,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma50_anchor_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1818,18607,122760369,54413162,57387938,0.36931,1.130637,0.000343,384641894375,393782358440,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma75_all_nodes,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2802,30414,122760369,21801299,23622584,0.342175,1.570816,0.000341,379762885541,369688478059,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma75_congestion_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,1167,3049,122760369,75359973,79825182,0.353094,1.077581,0.000346,1.06250174028e+12,409015888014,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-1_gamma75_anchor_important,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2817,18607,122760369,21354989,23095711,0.369252,1.56727,0.000341,378834723946,369102895889,361603919859,30414,30414,406,20.6666666667,5.29437082698
Hop10Rep4-2_gamma25_all_nodes,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,924,30445,164917060,122357140,125416485,0.440145,1.021891,0.000343,1.36505565526e+13,1.28302079562e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma25_congestion_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,80,3050,164917060,161033456,161367931,0.451274,0.445242,0.000343,1.06357084207e+14,1.36557017945e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma25_anchor_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,931,21231,164917060,122660673,125098329,0.470139,1.021623,0.000343,1.35670587633e+13,1.28774087644e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma50_all_nodes,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1882,30445,164917060,77322247,83830473,0.440146,1.724504,0.000344,1.34635144727e+13,1.28276378468e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma50_congestion_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,2596,3050,164917060,58552095,51647340,0.451266,1.935097,0.000346,1.31799033222e+13,1.25631657059e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma50_anchor_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1888,21231,164917060,77800017,83539499,0.469985,1.720727,0.000342,1.34197083591e+13,1.27905233514e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma75_all_nodes,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2913,30445,164917060,30739500,36358435,0.440146,2.450891,0.000342,1.31656978452e+13,1.24298564806e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma75_congestion_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3418,3050,164917060,19044824,15171231,0.451206,2.574919,0.00034,1.33276917947e+13,1.27191138764e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-2_gamma75_anchor_important,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2909,21231,164917060,31098732,36477444,0.469747,2.449393,0.000343,1.31851007084e+13,1.23982664376e+13,1.25724954293e+13,30445,30445,472,82.4,13.577243267
Hop10Rep4-3_gamma25_all_nodes,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,233,21214,93285194,84568993,87461155,0.270486,0.374804,0.000343,468900314680,130391090562,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma25_congestion_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,103,2123,93285194,89588922,90781826,0.278193,0.283924,0.000343,1.32621561079e+12,154214480617,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma25_anchor_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,234,13534,93285194,84533628,87441999,0.291053,0.377976,0.000344,465225165523,129833869319,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma50_all_nodes,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1787,21214,93285194,44695304,47461021,0.270486,0.999035,0.000343,122247609308,117806971837,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma50_congestion_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,253,2123,93285194,84735215,86881398,0.278203,0.350565,0.000343,1.20232266189e+12,129174152576,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma50_anchor_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1797,13534,93285194,44519509,47101923,0.290491,0.998938,0.000342,121563425605,117987504061,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma75_all_nodes,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2710,21214,93285194,21037474,24252972,0.270486,1.375263,0.000343,122197737424,111224126159,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma75_congestion_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3312,2123,93285194,14703824,10933574,0.278231,1.431718,0.000343,123593455956,112825577363,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-3_gamma75_anchor_important,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2713,13534,93285194,20984602,24167214,0.290223,1.374053,0.000342,122077545436,111271902694,112125000377,21214,21214,503,128,8.88451110476
Hop10Rep4-4_gamma25_all_nodes,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,739,25166,125720190,97984778,100230667,0.313193,0.64001,0.000342,95620477295.8,67578136310.8,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma25_congestion_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,343,2529,125720190,111860810,113739561,0.322398,0.442848,0.000343,348944552584,68547704136.5,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma25_anchor_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,733,19661,125720190,98229263,100481041,0.338888,0.636339,0.000342,95952302483.5,67680733577.3,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma50_all_nodes,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1836,25166,125720190,60913139,63320037,0.313186,1.074224,0.000343,76997009425.1,69718684371.3,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma50_congestion_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,2746,2529,125720190,40697908,32310274,0.322392,1.277897,0.000344,77775302219.3,71023983382.9,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma50_anchor_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1836,19661,125720190,60887686,63320037,0.338769,1.072166,0.000343,77064491867,69718684371.3,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma75_all_nodes,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2815,25166,125720190,26643287,30235943,0.313187,1.502055,0.000343,76685090396.5,70619108834.7,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma75_congestion_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3475,2529,125720190,13689197,9860079,0.322387,1.651498,0.000343,76551895017.1,70655496870.6,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-4_gamma75_anchor_important,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2815,19661,125720190,26751506,30235943,0.338454,1.500337,0.000343,76677462970.1,70619108834.7,71585773251.7,25166,25166,433,137,21.8963156636
Hop10Rep4-5_gamma25_all_nodes,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,52,25870,118448873,115839332,116603100,0.324072,0.300815,0.000345,6.89398295245e+12,632199621450,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma25_congestion_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,628,2592,118448873,94436518,98162700,0.333495,0.650793,0.000343,1.83602801144e+12,535262570268,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma25_anchor_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,53,16721,118448873,115791302,116582383,0.348398,0.301883,0.000342,6.86128503217e+12,620271967188,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma50_all_nodes,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1777,25870,118448873,57565858,59768355,0.324073,1.13163,0.000344,553895748509,533164305581,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma50_congestion_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,2678,2592,118448873,34605712,30208523,0.333485,1.395583,0.000342,675317454667,520713632279,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma50_anchor_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1778,16721,118448873,57679055,59729580,0.348166,1.131148,0.000346,553707910863,532908029875,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma75_all_nodes,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2725,25870,118448873,25359689,28738402,0.324073,1.561274,0.000344,549864873627,516335651041,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma75_congestion_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,2431,2592,118448873,30741297,38008711,0.333461,1.632704,0.000343,843491279868,522009923518,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-5_gamma75_anchor_important,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2725,16721,118448873,25585400,28738402,0.348197,1.556464,0.000343,549809986996,516335651041,506945148196,25870,25870,450,36.8,6.84128317601
Hop10Rep4-6_gamma25_all_nodes,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,894,29326,115757936,84189627,86150603,0.327198,0.671827,0.000344,8934168042.25,7348059016.29,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma25_congestion_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,104,2938,115757936,111448315,112136803,0.337856,0.338679,0.000346,89345196076,9246593662.49,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma25_anchor_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,889,17735,115757936,84494238,86332806,0.353088,0.666768,0.000342,8989373847.33,7388791761.57,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma50_all_nodes,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1812,29326,115757936,52149424,55989995,0.327198,1.061745,0.000342,8783375892.14,7631062362.01,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma50_congestion_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,2936,2938,115757936,24751917,19344340,0.337871,1.319689,0.000343,7804130540.6,7666158527.68,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma50_anchor_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1828,17735,115757936,51977508,55429083,0.352753,1.059885,0.000342,8683271817.72,7656577797.03,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma75_all_nodes,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2853,29326,115757936,18816337,21931061,0.327198,1.48529,0.000343,8421830266.96,7687510408.46,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma75_congestion_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3553,2938,115757936,7571754,5327919,0.337817,1.638662,0.000342,8006101900.32,7847885888.67,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-6_gamma75_anchor_important,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2869,17735,115757936,18512558,21437688,0.35343,1.486981,0.000343,8372886056.3,7672970531.55,7990994802.02,29326,29326,312,24,5.94305596942
Hop10Rep4-7_gamma25_all_nodes,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,917,30367,166413531,124324101,126089875,0.455558,1.068933,0.000342,2.27147402208e+15,2.1752858772e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma25_congestion_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,88,3038,166413531,161520429,162507900,0.466786,0.434807,0.000342,2.21674835042e+16,2.1312489163e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma25_anchor_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,918,19292,166413531,124460458,126037919,0.483738,1.065821,0.000344,2.27009802601e+15,2.17291628475e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma50_all_nodes,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1815,30367,166413531,82063289,84699286,0.455558,1.776218,0.000343,2.33583362197e+15,2.20514497984e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma50_congestion_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,175,3038,166413531,156763857,158655561,0.466769,0.505065,0.000343,2.06829258839e+16,1.87932679417e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma50_anchor_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1820,19292,166413531,82066411,84481948,0.483999,1.769867,0.000343,2.33263796567e+15,2.21189115223e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma75_all_nodes,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2788,30367,166413531,39431578,42174600,0.455558,2.500046,0.000342,2.30596035861e+15,2.13641033289e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma75_congestion_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3181,3038,166413531,26487545,25808122,0.466761,2.656429,0.000343,2.41043825564e+15,2.12765534973e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-7_gamma75_anchor_important,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2808,19292,166413531,38706784,41283704,0.483299,2.506778,0.000342,2.2900837591e+15,2.12957828497e+15,2.10554669621e+15,30367,30367,634,128,9.77819679428
Hop10Rep4-8_gamma25_all_nodes,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,882,34126,161756694,120549809,123156601,0.396561,0.804867,0.00039,2.29567744718e+14,2.10210645724e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma25_congestion_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,32,3424,161756694,159755420,160355950,0.409054,0.355975,0.000342,4.64435344535e+15,1.45679403488e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma25_anchor_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,893,22754,161756694,120229462,122666197,0.427889,0.802895,0.000344,2.26739613253e+14,2.1089899884e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma50_all_nodes,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1797,34126,161756694,77698027,82252055,0.396561,1.281487,0.000343,2.23984820375e+14,2.15272688198e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma50_congestion_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,2024,3424,161756694,73455061,71664128,0.409079,1.309339,0.00034,2.22183932516e+14,2.19477463034e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma50_anchor_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1803,22754,161756694,77891457,81957364,0.427825,1.282941,0.000343,2.23242586291e+14,2.17128220407e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma75_all_nodes,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2791,34126,161756694,31298648,35683338,0.39656,1.776771,0.000342,2.19046106831e+14,2.04434367687e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma75_congestion_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,75,90,1200,20,0,3008,3424,161756694,26103893,26103691,0.409096,1.810412,0.000344,2.24398969143e+14,1.99856077703e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-8_gamma75_anchor_important,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,75,90,1200,20,0,2798,22754,161756694,31236227,35497676,0.427823,1.774124,0.000342,2.18498314108e+14,2.03931675608e+14,2.00252131966e+14,34126,34126,367,328,12.5782153614
Hop10Rep4-9_gamma25_all_nodes,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,25,90,1200,20,0,941,30930,153390208,115096797,114915104,0.47396,1.15137,0.000343,6.33536868795e+14,6.00599393692e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma25_congestion_important,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,25,90,1200,20,0,86,3101,153390208,148898402,149912754,0.485377,0.509204,0.000342,7.64327789306e+15,5.67511591151e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma25_anchor_important,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,25,90,1200,20,0,939,20450,153390208,114979996,114944374,0.503038,1.144279,0.000343,6.3161748071e+14,6.01871726075e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma50_all_nodes,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,50,90,1200,20,0,1887,30930,153390208,75469312,75957311,0.47396,1.923239,0.000344,6.28451284932e+14,5.89847709983e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma50_congestion_important,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,congestion_important,4096,45,50,90,1200,20,0,257,3101,153390208,140334681,142752455,0.485503,0.893704,0.000347,5.57537131698e+15,6.89020734959e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma50_anchor_important,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,anchor_important,4096,45,50,90,1200,20,0,1901,20450,153390208,74968268,75362683,0.503024,1.927782,0.000343,6.24137615378e+14,5.90658586646e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
Hop10Rep4-9_gamma75_all_nodes,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,all_nodes,4096,45,75,90,1200,20,0,2823,30930,153390208,37636772,37682929,0.47396,2.689247,0.000342,6.32082888864e+14,6.04365278335e+14,5.84474386299e+14,30930,30930,676,56.4285714286,12.0293738082
