run_id,dataset,hop,rep,seed,algorithm,removal_mode,query_count,lambda,gamma,theta_percentile,anchor_window,anchor_threshold,random_seed,selected_count,important_node_count,total_before,tdg_unselected_after_remove,random_unselected_after_remove,tdg_prepare_sec,tdg_select_sec,random_select_sec,mean_tdg_selected_impact_score,mean_random_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,tdg_max_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio,tdg_selection_sec,tdg_selected_fraction,selection_method,baseline_fraction,random_seed_baseline,baseline_selected_count,baseline_unselected_after_remove,baseline_reduction,baseline_select_sec,baseline_evaluate_remaining_sec,baseline_selected_fraction,value_vs_baseline,pct_vs_baseline_reduction,pct_of_total_before,time_extra_vs_baseline_sec,tdg_better,tdg_remaining_count,baseline_remaining_count,tdg_remaining_avg_query_tt,baseline_remaining_avg_query_tt,avg_query_tt_value_vs_baseline,pct_avg_query_tt_vs_baseline,tdg_avg_query_tt_better
Hop10Rep1-0_gamma25_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,25,90,1200,20,0,217,4892,27030182,19627273,19910676,0.120797,0.16709,9.4e-05,9413319.33641,8245380.68203,8751804.17188,14795,14795,150,60.0,1.92561571548,0.287887,0.2119140625,most_delayed,10,0,102,22685911,4344271,0.0004,0.376296,0.099609375,3058638,70.40624307277331,11.315639680117581,0.287487,True,807,922,24321.280049566296,24605.109544468545,283.8294949022493,1.1535388387086323,True
Hop10Rep1-0_gamma25_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,25,90,1200,20,0,217,4892,27030182,19627273,19910676,0.120797,0.16709,9.4e-05,9413319.33641,8245380.68203,8751804.17188,14795,14795,150,60.0,1.92561571548,0.287887,0.2119140625,most_delayed,30,0,307,15461236,11568946,0.000446,0.241989,0.2998046875,-4166037,-36.010514700302,-15.412537732820297,0.287441,False,807,717,24321.280049566296,21563.7880055788,-2757.492043987495,-12.787605050068663,False
Hop10Rep1-0_gamma50_all_nodes,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,all_nodes,1024,45,50,90,1200,20,0,436,14795,27030182,12717103,13420775,0.108192,0.223897,9.4e-05,9225761.31193,8640090.98165,8751804.17188,14795,14795,150,60.0,1.92561571548,0.332089,0.42578125,random,10,0,102,23597504,3432678,0.000114,0.398577,0.099609375,10880401,316.96538387812666,40.25278483141549,0.331975,True,588,922,21627.72619047619,25593.82212581345,3966.09593533726,15.496301864726684,True
Hop10Rep1-0_gamma50_all_nodes,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,all_nodes,1024,45,50,90,1200,20,0,436,14795,27030182,12717103,13420775,0.108192,0.223897,9.4e-05,9225761.31193,8640090.98165,8751804.17188,14795,14795,150,60.0,1.92561571548,0.332089,0.42578125,random,30,0,307,17047718,9982464,0.000172,0.254342,0.2998046875,4330615,43.382225069882544,16.021405257278698,0.331917,True,588,717,21627.72619047619,23776.45467224547,2148.728481769278,9.037211440431923,True
Hop10Rep1-0_gamma50_all_nodes,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,all_nodes,1024,45,50,90,1200,20,0,436,14795,27030182,12717103,13420775,0.108192,0.223897,9.4e-05,9225761.31193,8640090.98165,8751804.17188,14795,14795,150,60.0,1.92561571548,0.332089,0.42578125,most_delayed,10,0,102,22685911,4344271,0.0004,0.376296,0.099609375,9968808,229.47021491062597,36.88028441687888,0.331689,True,588,922,21627.72619047619,24605.109544468545,2977.3833539923544,12.100670995231141,True
Hop10Rep1-0_gamma50_all_nodes,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,all_nodes,1024,45,50,90,1200,20,0,436,14795,27030182,12717103,13420775,0.108192,0.223897,9.4e-05,9225761.31193,8640090.98165,8751804.17188,14795,14795,150,60.0,1.92561571548,0.332089,0.42578125,most_delayed,30,0,307,15461236,11568946,0.000446,0.241989,0.2998046875,2744133,23.719818555640245,10.152107003941001,0.331643,True,588,717,21627.72619047619,21563.7880055788,-63.938184897389874,-0.2965072040257877,False
Hop10Rep1-0_gamma50_congestion_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,congestion_important,1024,45,50,90,1200,20,0,668,1483,27030182,8542578,7119745,0.1132,0.255473,9.3e-05,7361157.65569,8621760.04042,8751804.17188,14795,14795,150,60.0,1.92561571548,0.36867300000000003,0.65234375,random,10,0,102,23597504,3432678,0.000114,0.398577,0.099609375,15054926,438.5767030872106,55.69672449856239,0.368559,True,356,922,23996.005617977527,25593.82212581345,1597.8165078359234,6.242977309060828,True
Hop10Rep1-0_gamma50_congestion_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,congestion_important,1024,45,50,90,1200,20,0,668,1483,27030182,8542578,7119745,0.1132,0.255473,9.3e-05,7361157.65569,8621760.04042,8751804.17188,14795,14795,150,60.0,1.92561571548,0.36867300000000003,0.65234375,random,30,0,307,17047718,9982464,0.000172,0.254342,0.2998046875,8505140,85.20080813714931,31.465344924425594,0.368501,True,356,717,23996.005617977527,23776.45467224547,-219.5509457320586,-0.923396480924227,False
Hop10Rep1-0_gamma50_congestion_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,congestion_important,1024,45,50,90,1200,20,0,668,1483,27030182,8542578,7119745,0.1132,0.255473,9.3e-05,7361157.65569,8621760.04042,8751804.17188,14795,14795,150,60.0,1.92561571548,0.36867300000000003,0.65234375,most_delayed,10,0,102,22685911,4344271,0.0004,0.376296,0.099609375,14143333,325.5628619853596,52.32422408402577,0.368273,True,356,922,23996.005617977527,24605.109544468545,609.1039264910178,2.475518043885116,True
Hop10Rep1-0_gamma50_congestion_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,congestion_important,1024,45,50,90,1200,20,0,668,1483,27030182,8542578,7119745,0.1132,0.255473,9.3e-05,7361157.65569,8621760.04042,8751804.17188,14795,14795,150,60.0,1.92561571548,0.36867300000000003,0.65234375,most_delayed,30,0,307,15461236,11568946,0.000446,0.241989,0.2998046875,6918658,59.803702083145694,25.596046671087898,0.368227,True,356,717,23996.005617977527,21563.7880055788,-2432.2176123987265,-11.279176050930772,False
Hop10Rep1-0_gamma50_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,50,90,1200,20,0,452,4892,27030182,12240787,12973016,0.119171,0.22509,9.3e-05,9104105.24115,8620114.69027,8751804.17188,14795,14795,150,60.0,1.92561571548,0.34426100000000004,0.44140625,random,10,0,102,23597504,3432678,0.000114,0.398577,0.099609375,11356717,330.8413139828437,42.014948327022,0.34414700000000004,True,572,922,21399.977272727272,25593.82212581345,4193.844853086179,16.386160818302887,True
Hop10Rep1-0_gamma50_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,50,90,1200,20,0,452,4892,27030182,12240787,12973016,0.119171,0.22509,9.3e-05,9104105.24115,8620114.69027,8751804.17188,14795,14795,150,60.0,1.92561571548,0.34426100000000004,0.44140625,random,30,0,307,17047718,9982464,0.000172,0.254342,0.2998046875,4806931,48.15375242024414,17.783568752885202,0.34408900000000003,True,572,717,21399.977272727272,23776.45467224547,2376.4773995181968,9.995087292355182,True
Hop10Rep1-0_gamma50_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,50,90,1200,20,0,452,4892,27030182,12240787,12973016,0.119171,0.22509,9.3e-05,9104105.24115,8620114.69027,8751804.17188,14795,14795,150,60.0,1.92561571548,0.34426100000000004,0.44140625,most_delayed,10,0,102,22685911,4344271,0.0004,0.376296,0.099609375,10445124,240.43444803512486,38.64244791248538,0.343861,True,572,922,21399.977272727272,24605.109544468545,3205.132271741273,13.026287348766616,True
Hop10Rep1-0_gamma50_anchor_important,Hop10Rep1-0,10,1,0,tdg_selection_no_candidate_vs_random,anchor_important,1024,45,50,90,1200,20,0,452,4892,27030182,12240787,12973016,0.119171,0.22509,9.3e-05,9104105.24115,8620114.69027,8751804.17188,14795,14795,150,60.0,1.92561571548,0.34426100000000004,0.44140625,most_delayed,30,0,307,15461236,11568946,0.000446,0.241989,0.2998046875,3220449,27.83701298285946,11.914270499547506,0.34381500000000004,True,572,717,21399.977272727272,21563.7880055788,163.81073285152888,0.7596565724405617,True
