run_id,dataset,hop,rep,seed,algorithm,removal_mode,query_count,lambda,gamma,theta_percentile,anchor_window,anchor_threshold,random_seed,selected_count,important_node_count,total_before,tdg_unselected_after_remove,random_unselected_after_remove,tdg_prepare_sec,tdg_select_sec,random_select_sec,mean_tdg_selected_impact_score,mean_random_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,tdg_max_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio,tdg_selection_sec,tdg_selected_fraction,selection_method,baseline_fraction,random_seed_baseline,baseline_selected_count,baseline_unselected_after_remove,baseline_reduction,baseline_select_sec,baseline_evaluate_remaining_sec,baseline_selected_fraction,value_vs_baseline,pct_vs_baseline_reduction,pct_of_total_before,time_extra_vs_baseline_sec,tdg_better,tdg_remaining_count,baseline_remaining_count,tdg_remaining_avg_query_tt,baseline_remaining_avg_query_tt,avg_query_tt_value_vs_baseline,pct_avg_query_tt_vs_baseline,tdg_avg_query_tt_better
Hop10Rep2-17_gamma75_all_nodes,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,75,90,1200,20,0,1432,24587,59422284,12280791,13000103,0.21363,0.795956,0.000177,25301613302.9,25216465400.8,23662923169.7,24587,24587,350,59.0,3.12692866795,1.009586,0.69921875,most_delayed,30,0,614,32291681,27130603,0.000915,0.607578,0.2998046875,20010890,73.7576308200743,33.675733500920295,1.008671,True,616,1434,19936.349025974025,22518.6059972106,2582.2569712365766,11.467215029013976,True
Hop10Rep2-17_gamma75_congestion_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1644,2461,59422284,8588563,7536592,0.222266,0.815596,0.000176,23410828556.8,24139329628.5,23662923169.7,24587,24587,350,59.0,3.12692866795,1.037862,0.802734375,random,10,0,204,52030379,7391905,0.000215,1.144133,0.099609375,43441816,587.6944576533384,73.10694418948958,1.037647,True,404,1844,21258.819306930694,28216.040672451192,6957.221365520498,24.656972416095215,True
Hop10Rep2-17_gamma75_congestion_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1644,2461,59422284,8588563,7536592,0.222266,0.815596,0.000176,23410828556.8,24139329628.5,23662923169.7,24587,24587,350,59.0,3.12692866795,1.037862,0.802734375,random,30,0,614,37240103,22182181,0.000307,0.746074,0.2998046875,28651540,129.16466599925408,48.21682720913252,1.037555,True,404,1434,21258.819306930694,25969.388423988843,4710.569117058149,18.138929728151894,True
Hop10Rep2-17_gamma75_congestion_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1644,2461,59422284,8588563,7536592,0.222266,0.815596,0.000176,23410828556.8,24139329628.5,23662923169.7,24587,24587,350,59.0,3.12692866795,1.037862,0.802734375,most_delayed,10,0,204,49094617,10327667,0.000823,1.047286,0.099609375,40506054,392.2091407478572,68.16643735875249,1.037039,True,404,1844,21258.819306930694,26623.97885032538,5365.159543394686,20.15160684117324,True
Hop10Rep2-17_gamma75_congestion_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1644,2461,59422284,8588563,7536592,0.222266,0.815596,0.000176,23410828556.8,24139329628.5,23662923169.7,24587,24587,350,59.0,3.12692866795,1.037862,0.802734375,most_delayed,30,0,614,32291681,27130603,0.000915,0.607578,0.2998046875,23703118,87.36672015730723,39.88927453545878,1.036947,True,404,1434,21258.819306930694,22518.6059972106,1259.786690279907,5.594425740367578,True
Hop10Rep2-17_gamma75_anchor_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1451,10033,59422284,11820548,12514115,0.231795,0.798284,0.000176,25002873180.1,25433766812.4,23662923169.7,24587,24587,350,59.0,3.12692866795,1.030079,0.70849609375,random,10,0,204,52030379,7391905,0.000215,1.144133,0.099609375,40209831,543.9711549323213,67.66793245443074,1.029864,True,597,1844,19799.912897822447,28216.040672451192,8416.127774628745,29.827458332401164,True
Hop10Rep2-17_gamma75_anchor_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1451,10033,59422284,11820548,12514115,0.231795,0.798284,0.000176,25002873180.1,25433766812.4,23662923169.7,24587,24587,350,59.0,3.12692866795,1.030079,0.70849609375,random,30,0,614,37240103,22182181,0.000307,0.746074,0.2998046875,25419555,114.59448013700725,42.77781547407366,1.029772,True,597,1434,19799.912897822447,25969.388423988843,6169.475526166396,23.756722435817675,True
Hop10Rep2-17_gamma75_anchor_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1451,10033,59422284,11820548,12514115,0.231795,0.798284,0.000176,25002873180.1,25433766812.4,23662923169.7,24587,24587,350,59.0,3.12692866795,1.030079,0.70849609375,most_delayed,10,0,204,49094617,10327667,0.000823,1.047286,0.099609375,37274069,360.9147060996448,62.727425623693634,1.029256,True,597,1844,19799.912897822447,26623.97885032538,6824.065952502933,25.631277694691885,True
Hop10Rep2-17_gamma75_anchor_important,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1451,10033,59422284,11820548,12514115,0.231795,0.798284,0.000176,25002873180.1,25433766812.4,23662923169.7,24587,24587,350,59.0,3.12692866795,1.030079,0.70849609375,most_delayed,30,0,614,32291681,27130603,0.000915,0.607578,0.2998046875,20471133,75.45402879545287,34.45026280039993,1.029164,True,597,1434,19799.912897822447,22518.6059972106,2718.693099388154,12.073096797043837,True
Hop10Rep2-18_gamma25_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,159,15555,60658557,53932020,55026010,0.185068,0.265145,0.000178,3255984968.99,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.45021300000000003,0.07763671875,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,-553793,-7.606701894007552,-0.9129676460981425,0.44999700000000004,False,1889,1844,28550.566437268397,28946.977765726682,396.4113284582854,1.3694394339420046,True
Hop10Rep2-18_gamma25_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,159,15555,60658557,53932020,55026010,0.185068,0.265145,0.000178,3255984968.99,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.45021300000000003,0.07763671875,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,-14529128,-68.35414464802678,-23.95231393321803,0.44990500000000005,False,1889,1434,28550.566437268397,27477.609483960947,-1072.95695330745,-3.9048409721877357,False
Hop10Rep2-18_gamma25_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,159,15555,60658557,53932020,55026010,0.185068,0.265145,0.000178,3255984968.99,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.45021300000000003,0.07763671875,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,-4461209,-39.87585166842365,-7.354624344261931,0.44938900000000004,False,1889,1844,28550.566437268397,26827.988611713667,-1722.5778255547302,-6.420823605101041,False
Hop10Rep2-18_gamma25_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,159,15555,60658557,53932020,55026010,0.185068,0.265145,0.000178,3255984968.99,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.45021300000000003,0.07763671875,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,-22423322,-76.92428975385438,-36.96646130240124,0.44930400000000004,False,1889,1434,28550.566437268397,21972.592747559276,-6577.973689709121,-29.93717566826429,False
Hop10Rep2-18_gamma25_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,25,90,1200,20,0,29,1567,60658557,59576311,59533964,0.19064,0.17659,0.000179,6125021918.79,761430981.966,1143064357.36,15555,15555,400,37.0,5.33701418948,0.36723,0.01416015625,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,-6198084,-85.13465735756483,-10.217987875972717,0.367014,False,2019,1844,29507.831104507182,28946.977765726682,-560.8533387805,-1.937519499685222,False
Hop10Rep2-18_gamma25_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,25,90,1200,20,0,29,1567,60658557,59576311,59533964,0.19064,0.17659,0.000179,6125021918.79,761430981.966,1143064357.36,15555,15555,400,37.0,5.33701418948,0.36723,0.01416015625,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,-20173419,-94.90843499838749,-33.25733416309261,0.366922,False,2019,1434,29507.831104507182,27477.609483960947,-2030.2216205462355,-7.388639909637348,False
Hop10Rep2-18_gamma25_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,25,90,1200,20,0,29,1567,60658557,59576311,59533964,0.19064,0.17659,0.000179,6125021918.79,761430981.966,1143064357.36,15555,15555,400,37.0,5.33701418948,0.36723,0.01416015625,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,-10105500,-90.32650544622662,-16.659644574136507,0.366406,False,2019,1844,29507.831104507182,26827.988611713667,-2679.8424927935157,-9.98898028316383,False
Hop10Rep2-18_gamma25_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,25,90,1200,20,0,29,1567,60658557,59576311,59533964,0.19064,0.17659,0.000179,6125021918.79,761430981.966,1143064357.36,15555,15555,400,37.0,5.33701418948,0.36723,0.01416015625,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,-28067613,-96.28730279621593,-46.271481532275814,0.366321,False,2019,1434,29507.831104507182,21972.592747559276,-7535.238356947906,-34.29380612256113,False
Hop10Rep2-18_gamma25_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,25,90,1200,20,0,159,9346,60658557,53934443,55026010,0.200414,0.266589,0.000177,3256063120.12,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.46700300000000006,0.07763671875,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,-556216,-7.639983352402982,-0.9169621361088428,0.46678700000000006,False,1889,1844,28551.84912652197,28946.977765726682,395.12863920471136,1.3650082658112412,True
Hop10Rep2-18_gamma25_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,25,90,1200,20,0,159,9346,60658557,53934443,55026010,0.200414,0.266589,0.000177,3256063120.12,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.46700300000000006,0.07763671875,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,-14531551,-68.36554396204494,-23.956308423228727,0.4666950000000001,False,1889,1434,28551.84912652197,27477.609483960947,-1074.239642561024,-3.9095090975365685,False
Hop10Rep2-18_gamma25_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,25,90,1200,20,0,159,9346,60658557,53934443,55026010,0.200414,0.266589,0.000177,3256063120.12,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.46700300000000006,0.07763671875,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,-4463632,-39.89750929275655,-7.358618834272631,0.46617900000000007,False,1889,1844,28551.84912652197,26827.988611713667,-1723.8605148083043,-6.425604765821431,False
Hop10Rep2-18_gamma25_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,25,90,1200,20,0,159,9346,60658557,53934443,55026010,0.200414,0.266589,0.000177,3256063120.12,1045239686.99,1143064357.36,15555,15555,400,37.0,5.33701418948,0.46700300000000006,0.07763671875,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,-22425745,-76.93260197244865,-36.97045579241195,0.46609400000000006,False,1889,1434,28551.84912652197,21972.592747559276,-6579.256378962695,-29.943013346449614,False
Hop10Rep2-18_gamma50_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,50,90,1200,20,0,941,15555,60658557,26869667,28237236,0.185069,0.67865,0.000177,1221644944.5,1117620506.1,1143064357.36,15555,15555,400,37.0,5.33701418948,0.863719,0.45947265625,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,26508560,364.1120663486408,43.70127037476345,0.863503,True,1107,1844,24272.508581752485,28946.977765726682,4674.469183974197,16.148384200262814,True
Hop10Rep2-18_gamma50_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,50,90,1200,20,0,941,15555,60658557,26869667,28237236,0.185069,0.67865,0.000177,1221644944.5,1117620506.1,1143064357.36,15555,15555,400,37.0,5.33701418948,0.863719,0.45947265625,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,12533225,58.9641632007279,20.661924087643563,0.863411,True,1107,1434,24272.508581752485,27477.609483960947,3205.100902208462,11.664409540718317,True
Hop10Rep2-18_gamma50_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,50,90,1200,20,0,941,15555,60658557,26869667,28237236,0.185069,0.67865,0.000177,1221644944.5,1117620506.1,1143064357.36,15555,15555,400,37.0,5.33701418948,0.863719,0.45947265625,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,22601144,202.0169567668054,37.259613676599656,0.862895,True,1107,1844,24272.508581752485,26827.988611713667,2555.4800299611816,9.525425356880483,True
Hop10Rep2-18_gamma50_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,50,90,1200,20,0,941,15555,60658557,26869667,28237236,0.185069,0.67865,0.000177,1221644944.5,1117620506.1,1143064357.36,15555,15555,400,37.0,5.33701418948,0.863719,0.45947265625,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,4639031,15.914420032014561,7.6477767184603485,0.86281,True,1107,1434,24272.508581752485,21972.592747559276,-2299.915834193209,-10.467202758530552,False
Hop10Rep2-18_gamma50_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,50,90,1200,20,0,484,1567,60658557,41300783,43918797,0.190623,0.480598,0.000183,2864647891.11,1131809322.15,1143064357.36,15555,15555,400,37.0,5.33701418948,0.6712210000000001,0.236328125,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,12077444,165.89143623984077,19.910536282622086,0.6710050000000001,True,1564,1844,26407.150255754477,28946.977765726682,2539.827509972205,8.774067989161097,True
Hop10Rep2-18_gamma50_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,50,90,1200,20,0,484,1567,60658557,41300783,43918797,0.190623,0.480598,0.000183,2864647891.11,1131809322.15,1143064357.36,15555,15555,400,37.0,5.33701418948,0.6712210000000001,0.236328125,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,-1897891,-8.92887143262749,-3.128810004497799,0.6709130000000001,False,1564,1434,26407.150255754477,27477.609483960947,1070.4592282064696,3.8957509343427823,True
Hop10Rep2-18_gamma50_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,50,90,1200,20,0,484,1567,60658557,41300783,43918797,0.190623,0.480598,0.000183,2864647891.11,1131809322.15,1143064357.36,15555,15555,400,37.0,5.33701418948,0.6712210000000001,0.236328125,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,8170028,73.02657747145851,13.468879584458298,0.670397,True,1564,1844,26407.150255754477,26827.988611713667,420.83835595918936,1.5686541471671958,True
Hop10Rep2-18_gamma50_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,50,90,1200,20,0,484,1567,60658557,41300783,43918797,0.190623,0.480598,0.000183,2864647891.11,1131809322.15,1143064357.36,15555,15555,400,37.0,5.33701418948,0.6712210000000001,0.236328125,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,-9792085,-33.592220806282455,-16.142957373681014,0.670312,False,1564,1434,26407.150255754477,21972.592747559276,-4434.557508195201,-20.182222276375615,False
Hop10Rep2-18_gamma50_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,50,90,1200,20,0,945,9346,60658557,27039073,28061470,0.200268,0.676099,0.000176,1215624929.92,1114233101.69,1143064357.36,15555,15555,400,37.0,5.33701418948,0.876367,0.46142578125,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,26339154,361.7851663317459,43.421992382707025,0.876151,True,1103,1844,24514.118766999094,28946.977765726682,4432.858998727588,15.31371956894273,True
Hop10Rep2-18_gamma50_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,50,90,1200,20,0,945,9346,60658557,27039073,28061470,0.200268,0.676099,0.000176,1215624929.92,1114233101.69,1143064357.36,15555,15555,400,37.0,5.33701418948,0.876367,0.46142578125,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,12363819,58.16717096359959,20.38264609558714,0.876059,True,1103,1434,24514.118766999094,27477.609483960947,2963.4907169618527,10.78511112362843,True
Hop10Rep2-18_gamma50_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,50,90,1200,20,0,945,9346,60658557,27039073,28061470,0.200268,0.676099,0.000176,1215624929.92,1114233101.69,1143064357.36,15555,15555,400,37.0,5.33701418948,0.876367,0.46142578125,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,22431738,200.50274648709402,36.980335684543235,0.875543,True,1103,1844,24514.118766999094,26827.988611713667,2313.8698447145725,8.624835347157886,True
Hop10Rep2-18_gamma50_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,50,90,1200,20,0,945,9346,60658557,27039073,28061470,0.200268,0.676099,0.000176,1215624929.92,1114233101.69,1143064357.36,15555,15555,400,37.0,5.33701418948,0.876367,0.46142578125,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,4469625,15.333264562274554,7.368498726403927,0.875458,True,1103,1434,24514.118766999094,21972.592747559276,-2541.526019439818,-11.566800735075434,False
Hop10Rep2-18_gamma75_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,75,90,1200,20,0,1440,15555,60658557,11266520,12674042,0.185068,0.945579,0.000178,1205392300.6,1151267875.09,1143064357.36,15555,15555,400,37.0,5.33701418948,1.130647,0.703125,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,42111707,578.4312936364148,69.42418198309596,1.130431,True,608,1844,18530.46052631579,28946.977765726682,10416.517239410892,35.9848179098824,True
Hop10Rep2-18_gamma75_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,75,90,1200,20,0,1440,15555,60658557,11266520,12674042,0.185068,0.945579,0.000178,1205392300.6,1151267875.09,1143064357.36,15555,15555,400,37.0,5.33701418948,1.130647,0.703125,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,28136372,132.37116787454073,46.384835695976086,1.130339,True,608,1434,18530.46052631579,27477.609483960947,8947.148957645157,32.56159879143682,True
Hop10Rep2-18_gamma75_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,75,90,1200,20,0,1440,15555,60658557,11266520,12674042,0.185068,0.945579,0.000178,1205392300.6,1151267875.09,1143064357.36,15555,15555,400,37.0,5.33701418948,1.130647,0.703125,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,38204291,341.4833604552695,62.98252528493218,1.129823,True,608,1844,18530.46052631579,26827.988611713667,8297.528085397877,30.928625345304496,True
Hop10Rep2-18_gamma75_all_nodes,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,75,90,1200,20,0,1440,15555,60658557,11266520,12674042,0.185068,0.945579,0.000178,1205392300.6,1151267875.09,1143064357.36,15555,15555,400,37.0,5.33701418948,1.130647,0.703125,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,20242178,69.44176985555916,33.370688326792866,1.129738,True,608,1434,18530.46052631579,21972.592747559276,3442.132221243486,15.665571472560238,True
Hop10Rep2-18_gamma75_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1677,1567,60658557,8275269,6496436,0.190689,0.989915,0.000176,1178558207.13,1141531313.77,1143064357.36,15555,15555,400,37.0,5.33701418948,1.180604,0.81884765625,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,45102958,619.5180438249365,74.3554746941969,1.180388,True,371,1844,22305.30727762803,28946.977765726682,6641.670488098651,22.944262236461903,True
Hop10Rep2-18_gamma75_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1677,1567,60658557,8275269,6496436,0.190689,0.989915,0.000176,1178558207.13,1141531313.77,1143064357.36,15555,15555,400,37.0,5.33701418948,1.180604,0.81884765625,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,31127623,146.44389154608902,51.31612840707701,1.180296,True,371,1434,22305.30727762803,27477.609483960947,5172.302206332915,18.823697925221836,True
Hop10Rep2-18_gamma75_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1677,1567,60658557,8275269,6496436,0.190689,0.989915,0.000176,1178558207.13,1141531313.77,1143064357.36,15555,15555,400,37.0,5.33701418948,1.180604,0.81884765625,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,41195542,368.2202116494243,67.91381799603312,1.17978,True,371,1844,22305.30727762803,26827.988611713667,4522.681334085635,16.8580708734569,True
Hop10Rep2-18_gamma75_congestion_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,75,90,1200,20,0,1677,1567,60658557,8275269,6496436,0.190689,0.989915,0.000176,1178558207.13,1141531313.77,1143064357.36,15555,15555,400,37.0,5.33701418948,1.180604,0.81884765625,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,23233429,79.70340096670793,38.301981037893796,1.179695,True,371,1434,22305.30727762803,21972.592747559276,-332.71453006875527,-1.514225170835669,False
Hop10Rep2-18_gamma75_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1445,9346,60658557,11284030,12512867,0.200075,0.942655,0.000177,1200946375.1,1150831014.26,1143064357.36,15555,15555,400,37.0,5.33701418948,1.14273,0.70556640625,random,10,0,204,53378227,7280330,0.000216,1.444728,0.099609375,42094197,578.1907825606806,69.39531548698068,1.142514,True,603,1844,18713.150912106135,28946.977765726682,10233.826853620547,35.3536971508557,True
Hop10Rep2-18_gamma75_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1445,9346,60658557,11284030,12512867,0.200075,0.942655,0.000177,1200946375.1,1150831014.26,1143064357.36,15555,15555,400,37.0,5.33701418948,1.14273,0.70556640625,random,30,0,614,39402892,21255665,0.000308,1.007813,0.2998046875,28118862,132.2887898355568,46.35596919986079,1.142422,True,603,1434,18713.150912106135,27477.609483960947,8764.458571854811,31.89672877828308,True
Hop10Rep2-18_gamma75_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1445,9346,60658557,11284030,12512867,0.200075,0.942655,0.000177,1200946375.1,1150831014.26,1143064357.36,15555,15555,400,37.0,5.33701418948,1.14273,0.70556640625,most_delayed,10,0,204,49470811,11187746,0.000824,1.369803,0.099609375,38186781,341.3268499302719,62.95365878881689,1.141906,True,603,1844,18713.150912106135,26827.988611713667,8114.837699607531,30.247655972480995,True
Hop10Rep2-18_gamma75_anchor_important,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,anchor_important,2048,45,75,90,1200,20,0,1445,9346,60658557,11284030,12512867,0.200075,0.942655,0.000177,1200946375.1,1150831014.26,1143064357.36,15555,15555,400,37.0,5.33701418948,1.14273,0.70556640625,most_delayed,30,0,614,31508698,29149859,0.000909,0.853556,0.2998046875,20224668,69.38170095436826,33.341821830677574,1.141821,True,603,1434,18713.150912106135,21972.592747559276,3259.441835453141,14.834124824960407,True
Hop10Rep2-19_gamma25_all_nodes,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,31,19770,54909824,53526332,53796142,0.170844,0.177752,0.000175,745216490.419,53698399.9032,75057979.2427,19770,19770,259,54.0,4.18083513927,0.348596,0.01513671875,random,10,0,204,46948062,7961762,0.000217,0.832927,0.099609375,-6578270,-82.62329368800523,-11.980133099679941,0.348379,False,2017,1844,26537.59643034209,25459.903470715835,-1077.6929596262562,-4.232902771472903,False
Hop10Rep2-19_gamma25_all_nodes,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,31,19770,54909824,53526332,53796142,0.170844,0.177752,0.000175,745216490.419,53698399.9032,75057979.2427,19770,19770,259,54.0,4.18083513927,0.348596,0.01513671875,random,30,0,614,31258512,23651312,0.00031,0.499373,0.2998046875,-22267820,-94.15046404191023,-40.55343539254469,0.34828600000000004,False,2017,1434,26537.59643034209,21798.125523012553,-4739.470907329538,-21.74256177360764,False
Hop10Rep2-19_gamma25_all_nodes,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,31,19770,54909824,53526332,53796142,0.170844,0.177752,0.000175,745216490.419,53698399.9032,75057979.2427,19770,19770,259,54.0,4.18083513927,0.348596,0.01513671875,most_delayed,10,0,204,44687227,10222597,0.00081,0.816163,0.099609375,-8839105,-86.46633531577153,-16.09749286393633,0.34778600000000004,False,2017,1844,26537.59643034209,24233.854121475055,-2303.7423088670366,-9.506297666558758,False
Hop10Rep2-19_gamma25_all_nodes,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,all_nodes,2048,45,25,90,1200,20,0,31,19770,54909824,53526332,53796142,0.170844,0.177752,0.000175,745216490.419,53698399.9032,75057979.2427,19770,19770,259,54.0,4.18083513927,0.348596,0.01513671875,most_delayed,30,0,614,28183042,26726782,0.000901,0.461223,0.2998046875,-25343290,-94.82357434576298,-46.1543821375206,0.34769500000000003,False,2017,1434,26537.59643034209,19653.44630404463,-6884.15012629746,-35.02769956880651,False
Hop10Rep2-19_gamma25_congestion_important,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,congestion_important,2048,45,25,90,1200,20,0,50,1979,54909824,52760663,53113200,0.177768,0.187328,0.000177,749140200.32,42546082.6,75057979.2427,19770,19770,259,54.0,4.18083513927,0.365096,0.0244140625,random,10,0,204,46948062,7961762,0.000217,0.832927,0.099609375,-5812601,-73.00646515180937,-10.585721418447818,0.36487899999999995,False,1998,1844,26406.73823823824,25459.903470715835,-946.8347675224031,-3.71892520571203,False
