hop,rep,gamma,removal_mode,selection_method,baseline_fraction,rows,win_rate,mean_value_vs_baseline,median_value_vs_baseline,mean_pct_vs_baseline_reduction,mean_pct_of_total_before,mean_tdg_selection_sec,mean_baseline_select_sec,mean_time_extra_vs_baseline_sec,mean_tdg_selected_fraction,mean_baseline_selected_fraction,avg_tt_win_rate,mean_avg_query_tt_value_vs_baseline,median_avg_query_tt_value_vs_baseline,mean_pct_avg_query_tt_vs_baseline,mean_tdg_remaining_avg_query_tt,mean_baseline_remaining_avg_query_tt
10,2,25,congestion_important,most_delayed,30,20,0.2,-17879028.25,-24602703.5,-62.53439315316257,-30.04896864683281,0.4639177,0.0009211,0.4629966,0.163427734375,0.2998046875,0.0,-6431.62268331076,-6823.00016572391,-31.928376519512227,26895.619301162922,20463.996617852164
10,2,25,congestion_important,random,10,20,0.3,2712495.9,-4914021.0,40.50063314054304,6.1130475106499595,0.4639177,0.00021700000000000002,0.46370069999999997,0.163427734375,0.099609375,0.35,185.12652313208818,-375.307638154236,1.0507637085106827,26895.619301162922,27080.74582429501
10,2,25,congestion_important,random,30,20,0.3,-12222465.2,-19951035.0,-52.553348718116055,-20.088120016772386,0.4639177,0.00030795,0.46360975,0.163427734375,0.2998046875,0.05,-2487.018045932797,-2573.2578471173347,-10.251677252656753,26895.619301162922,24408.601255230125
10,2,50,all_nodes,most_delayed,10,20,0.95,21374844.15,22560878.0,193.53915559624164,37.27898796340827,0.7094301,0.00082965,0.7086004499999999,0.419482421875,0.099609375,0.95,4273.291258799125,4585.535489085416,17.48735271952001,20894.73783556096,25168.02909436009
10,2,50,all_nodes,most_delayed,30,20,0.95,4310369.65,5481500.0,15.018130899556166,7.376361121402354,0.7094301,0.0009211,0.708509,0.419482421875,0.2998046875,0.6,-430.74121770880055,16.41875272364632,-1.9916925455418357,20894.73783556096,20463.996617852164
10,2,50,all_nodes,random,10,20,0.95,24901893.8,25837899.5,336.7856872111887,43.53837727888513,0.7094301,0.00021700000000000002,0.7092131,0.419482421875,0.099609375,0.95,6186.007988734048,6365.631747219904,23.38126785023472,20894.73783556096,27080.74582429501
10,2,50,all_nodes,random,30,20,0.95,9966932.7,11392045.0,44.888118543851625,17.33720975146278,0.7094301,0.00030795,0.70912215,0.419482421875,0.2998046875,0.95,3513.863419669163,3625.4052517230884,14.717771187471204,20894.73783556096,24408.601255230125
10,2,50,anchor_important,most_delayed,10,20,0.95,21646354.05,22759298.0,196.14525263937182,37.78853839604851,0.7278077000000001,0.00082965,0.72697805,0.4248291015625,0.099609375,0.95,4323.734208991684,4634.893732241887,17.741916350728822,20844.294885368403,25168.02909436009
10,2,50,anchor_important,most_delayed,30,20,0.95,4581879.55,5841834.5,16.045024282666336,7.885911554042595,0.7278077000000001,0.0009211,0.7268866,0.4248291015625,0.2998046875,0.55,-380.29826751624205,120.16534417828734,-1.6693346958130406,20844.294885368403,20463.996617852164
10,2,50,anchor_important,random,10,20,0.95,25173403.7,26051830.5,340.62310624948253,44.04792771152536,0.7278077000000001,0.00021700000000000002,0.7275907,0.4248291015625,0.099609375,0.95,6236.450938926607,6410.670211315686,23.615839967502747,20844.294885368403,27080.74582429501
10,2,50,anchor_important,random,30,20,0.95,10238442.6,11782824.0,46.16804847626671,17.846760184103022,0.7278077000000001,0.00030795,0.72749975,0.4248291015625,0.2998046875,0.95,3564.306369861721,3591.053015847049,14.986081373281063,20844.294885368403,24408.601255230125
10,2,50,congestion_important,most_delayed,10,20,0.7,16227939.5,25222262.0,154.52636340715844,30.893797514180807,0.6379409,0.00082965,0.63711125,0.4329345703125,0.099609375,0.7,1837.6057040266253,1848.1309785966605,8.587728900915717,23330.42339033346,25168.02909436009
10,2,50,congestion_important,most_delayed,30,20,0.6,-836535.0,11308275.0,0.7109658901711633,0.99117067217489,0.6379409,0.0009211,0.6370197999999999,0.4329345703125,0.2998046875,0.2,-2866.4267724813003,-2544.6904237479685,-12.852588044224353,23330.42339033346,20463.996617852164
10,2,50,congestion_important,random,10,20,0.7,19754989.15,28579556.5,280.26384215101086,37.153186829657656,0.6379409,0.00021700000000000002,0.6377239,0.4329345703125,0.099609375,0.85,3750.322433961548,3485.355490527245,15.105587856896127,23330.42339033346,27080.74582429501
10,2,50,congestion_important,random,30,20,0.6,4820028.05,16439241.5,26.815234034077037,10.952019302235316,0.6379409,0.00030795,0.63763295,0.4329345703125,0.2998046875,0.65,1078.1778648966633,1341.511433903137,5.564877805381575,23330.42339033346,24408.601255230125
10,2,75,all_nodes,most_delayed,10,20,1.0,37191143.85,36799859.5,338.0059889661306,64.8299059729562,0.9138759000000001,0.00082965,0.9130462500000001,0.6908935546875,0.099609375,1.0,10619.943976017323,10419.865023528073,42.88910973489303,14548.085118342764,25168.02909436009
10,2,75,all_nodes,most_delayed,30,20,1.0,20126669.35,20036626.0,71.31437282838871,34.92727913095027,0.9138759000000001,0.0009211,0.9129548,0.6908935546875,0.2998046875,1.0,5915.911499509398,5716.073031254891,29.546089554517287,14548.085118342764,20463.996617852164
10,2,75,all_nodes,random,10,20,1.0,40718193.5,40212440.5,547.8888161827092,71.08929528843304,0.9138759000000001,0.00021700000000000002,0.9136589,0.6908935546875,0.099609375,1.0,12532.660705952247,12339.058895545426,46.96319129439661,14548.085118342764,27080.74582429501
10,2,75,all_nodes,random,30,20,1.0,25783232.4,25088114.0,114.98702262867712,44.88812776101069,0.9138759000000001,0.00030795,0.91356795,0.6908935546875,0.2998046875,1.0,9860.516136887361,10041.173086398525,41.07913495610945,14548.085118342764,24408.601255230125
10,2,75,anchor_important,most_delayed,10,20,1.0,37320341.9,36956240.0,339.22499827015855,65.06769692174203,0.93215655,0.00082965,0.9313269,0.6945556640625,0.099609375,1.0,10655.572177550157,10463.78777223275,43.066906778363894,14512.45691680993,25168.02909436009
10,2,75,anchor_important,most_delayed,30,20,1.0,20255867.4,20103728.0,71.79443816459232,35.16507007973611,0.93215655,0.0009211,0.93123545,0.6945556640625,0.2998046875,1.0,5951.539701042232,5817.957842073646,29.772122935900835,14512.45691680993,20463.996617852164
10,2,75,anchor_important,random,10,20,1.0,40847391.55,40380817.5,549.645811011127,71.32708623721888,0.93215655,0.00021700000000000002,0.9319395500000001,0.6945556640625,0.099609375,1.0,12568.28890748508,12335.545506486982,47.12814711728886,14512.45691680993,27080.74582429501
10,2,75,anchor_important,random,30,20,1.0,25912430.45,25331384.5,115.57371832947038,45.12591870979654,0.93215655,0.00030795,0.9318486,0.6945556640625,0.2998046875,1.0,9896.144338420196,9895.242006835819,41.27543182430724,14512.45691680993,24408.601255230125
10,2,75,congestion_important,most_delayed,10,20,0.9,35780400.85,39612806.5,329.7749728374248,63.50652497496659,0.9030932,0.00082965,0.90226355,0.752880859375,0.099609375,0.9,8788.112103250034,9257.036336851568,36.03889866233424,16379.916991110053,25168.02909436009
10,2,75,congestion_important,most_delayed,30,20,0.9,18715926.35,22976493.0,67.95339245702112,33.60389813296067,0.9030932,0.0009211,0.9021720999999999,0.752880859375,0.2998046875,0.85,4084.07962674211,4749.5459380205,21.25798969180001,16379.916991110053,20463.996617852164
