dataset,hop,rep,seed,algorithm,query_count,iteration,selected_count,total_before,tdg_remaining_before,tdg_remaining_after_remove,random_remaining_before,random_remaining_after_remove,tdg_selected_score_sum,random_selected_score_sum,mean_selected_tdg_score,mean_random_tdg_score,mean_all_query_tdg_score,max_selected_tdg_score,max_random_tdg_score,max_all_query_tdg_score,tdg_node_count,tdg_route_arc_count,tdg_same_edge_arc_count,tdg_edge_timeline_count,tdg_max_out_degree,tdg_max_flow,tdg_mean_flow,tdg_max_congestion_ratio,tdg_mean_congestion_ratio
MH_20hops1000,-1,-1,-1,tdg_selection_no_candidate_vs_random,1000,0,394,22959436,13851299,12189322,13950996,12257975,2800441656,2843837530,7107719.93909,7217861.75127,6460388.188,120706498,120706498,120706498,15248,15518,14354,15248,17,165,19.6865818468,117,3.62549289483
